"Wahlkreisnummer 1994",AGS,Gebietskörperschaft,Wahlbezirksnummer,Wahlberechtigte,"darunter Wahlberechtigte mit Sperrvermerk",Wähler,Wahlbeteiligung,"Ungültige Erststimmen","Gültige Erststimmen",SPD,"Anteil SPD in %",CDU,"Anteil CDU in %",FDP,"Anteil FDP in %",BFWG,"Anteil BFWG in %",GRÜNE/B90,"Anteil GRÜNE/B90 in %",Bürger,"Anteil Bürger in %",DSU,"Anteil DSU in %",GRAUE,"Anteil GRAUE in %",REP,"Anteil REP in %",KPD,"Anteil KPD in %",ÖDP,"Anteil ÖDP in %",PDS,"Anteil PDS in %",EB,"Anteil EB in %"
25,1205402500,Potsdam,0032,1092,68,588,"53,85",5,583,323,"55,40",74,"12,69",8,"1,37",0,"0,00",27,"4,63",13,"2,23",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",138,"23,67",0,"0,00"
25,1205402500,Potsdam,0033,1681,158,1106,"65,79",12,1094,522,"47,71",127,"11,61",22,"2,01",0,"0,00",45,"4,11",28,"2,56",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",350,"31,99",0,"0,00"
25,1205402500,Potsdam,0034,1962,158,1222,"62,28",14,1208,401,"33,20",121,"10,02",33,"2,73",0,"0,00",35,"2,90",23,"1,90",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",595,"49,25",0,"0,00"
25,1205402500,Potsdam,0051,1445,106,914,"63,25",11,903,310,"34,33",80,"8,86",19,"2,10",0,"0,00",40,"4,43",11,"1,22",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",443,"49,06",0,"0,00"
25,1205402500,Potsdam,0052,1406,78,806,"57,33",10,796,366,"45,98",85,"10,68",11,"1,38",0,"0,00",24,"3,02",28,"3,52",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",282,"35,43",0,"0,00"
25,1205402500,Potsdam,0053,1600,113,892,"55,75",11,881,395,"44,84",105,"11,92",10,"1,14",0,"0,00",27,"3,06",10,"1,14",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",334,"37,91",0,"0,00"
25,1205402500,Potsdam,0054,1384,62,778,"56,21",8,770,342,"44,42",85,"11,04",11,"1,43",0,"0,00",17,"2,21",10,"1,30",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",305,"39,61",0,"0,00"
25,1205402500,Potsdam,0055,1490,79,872,"58,52",10,862,321,"37,24",102,"11,83",15,"1,74",0,"0,00",30,"3,48",15,"1,74",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",379,"43,97",0,"0,00"
25,1205402500,Potsdam,0056,1616,81,926,"57,30",13,913,376,"41,18",77,"8,43",10,"1,10",0,"0,00",52,"5,70",2,"0,22",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",396,"43,37",0,"0,00"
25,1205402500,Potsdam,0057,1083,120,686,"63,34",2,684,285,"41,67",132,"19,30",13,"1,90",0,"0,00",34,"4,97",19,"2,78",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",201,"29,39",0,"0,00"
25,1205402500,Potsdam,0058,1330,109,859,"64,59",8,851,467,"54,88",129,"15,16",11,"1,29",0,"0,00",38,"4,47",12,"1,41",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",194,"22,80",0,"0,00"
25,1205402500,Potsdam,0059,1275,193,664,"52,08",7,657,246,"37,44",62,"9,44",16,"2,44",0,"0,00",29,"4,41",11,"1,67",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",293,"44,60",0,"0,00"
25,1205402500,Potsdam,0060,1522,98,893,"58,67",6,887,362,"40,81",93,"10,48",18,"2,03",0,"0,00",26,"2,93",22,"2,48",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",366,"41,26",0,"0,00"
25,1205402500,Potsdam,0061,1862,143,1187,"63,75",11,1176,409,"34,78",143,"12,16",13,"1,11",0,"0,00",43,"3,66",27,"2,30",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",541,"46,00",0,"0,00"
25,1205402500,Potsdam,0062,1577,111,842,"53,39",7,835,307,"36,77",94,"11,26",16,"1,92",0,"0,00",20,"2,40",11,"1,32",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",387,"46,35",0,"0,00"
25,1205402500,Potsdam,0063,1476,102,885,"59,96",6,879,331,"37,66",87,"9,90",7,"0,80",0,"0,00",40,"4,55",17,"1,93",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",397,"45,16",0,"0,00"
25,1205402500,Potsdam,0064,1605,119,920,"57,32",8,912,294,"32,24",102,"11,18",7,"0,77",0,"0,00",29,"3,18",28,"3,07",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",452,"49,56",0,"0,00"
25,1205402500,Potsdam,0065,1004,95,705,"70,22",3,702,343,"48,86",68,"9,69",6,"0,85",0,"0,00",36,"5,13",7,"1,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",242,"34,47",0,"0,00"
25,1205402500,Potsdam,0066,1114,109,659,"59,16",12,647,276,"42,66",67,"10,36",12,"1,85",0,"0,00",20,"3,09",7,"1,08",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",265,"40,96",0,"0,00"
25,1205402500,Potsdam,0067,1427,112,954,"66,85",14,940,420,"44,68",99,"10,53",12,"1,28",0,"0,00",30,"3,19",13,"1,38",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",366,"38,94",0,"0,00"
25,1205402500,Potsdam,0068,820,92,469,"57,20",5,464,180,"38,79",67,"14,44",11,"2,37",0,"0,00",18,"3,88",13,"2,80",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",175,"37,72",0,"0,00"
25,1205402500,Potsdam,0069,1480,112,886,"59,86",9,877,349,"39,79",75,"8,55",9,"1,03",0,"0,00",28,"3,19",14,"1,60",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",402,"45,84",0,"0,00"
25,1205402500,Potsdam,0070,1280,118,779,"60,86",0,779,266,"34,15",62,"7,96",8,"1,03",0,"0,00",25,"3,21",9,"1,16",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",409,"52,50",0,"0,00"
25,1205402500,Potsdam,0071,1498,103,898,"59,95",11,887,313,"35,29",95,"10,71",5,"0,56",0,"0,00",23,"2,59",14,"1,58",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",437,"49,27",0,"0,00"
25,1205402500,Potsdam,0072,1659,81,1026,"61,84",6,1020,451,"44,22",130,"12,75",19,"1,86",0,"0,00",54,"5,29",28,"2,75",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",338,"33,14",0,"0,00"
25,1205402500,Potsdam,0073,1699,127,984,"57,92",23,961,444,"46,20",135,"14,05",12,"1,25",0,"0,00",12,"1,25",6,"0,62",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",352,"36,63",0,"0,00"
25,1205402500,Potsdam,0074,1196,73,732,"61,20",7,725,319,"44,00",84,"11,59",15,"2,07",0,"0,00",20,"2,76",14,"1,93",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",273,"37,66",0,"0,00"
25,1205402500,Potsdam,0075,1198,72,709,"59,18",8,701,299,"42,65",79,"11,27",20,"2,85",0,"0,00",28,"3,99",12,"1,71",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",263,"37,52",0,"0,00"
25,1205402500,Potsdam,0076,1330,96,776,"58,35",9,767,348,"45,37",63,"8,21",8,"1,04",0,"0,00",16,"2,09",9,"1,17",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",323,"42,11",0,"0,00"
25,1205402500,Potsdam,0077,974,44,561,"57,60",10,551,244,"44,28",36,"6,53",10,"1,81",0,"0,00",14,"2,54",15,"2,72",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",232,"42,11",0,"0,00"
25,1205402500,Potsdam,0078,1302,95,733,"56,30",5,728,270,"37,09",86,"11,81",11,"1,51",0,"0,00",27,"3,71",17,"2,34",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",317,"43,54",0,"0,00"
25,1205402500,Potsdam,0079,1489,145,819,"55,00",12,807,340,"42,13",61,"7,56",12,"1,49",0,"0,00",25,"3,10",10,"1,24",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",359,"44,49",0,"0,00"
25,1205402500,Potsdam,0080,717,22,376,"52,44",7,369,187,"50,68",98,"26,56",6,"1,63",0,"0,00",16,"4,34",4,"1,08",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",58,"15,72",0,"0,00"
25,1205402500,Potsdam,0081,1042,33,568,"54,51",10,558,248,"44,44",44,"7,89",7,"1,25",0,"0,00",19,"3,41",8,"1,43",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",232,"41,58",0,"0,00"
25,1205402500,Potsdam,0082,1304,73,782,"59,97",14,768,345,"44,92",71,"9,24",12,"1,56",0,"0,00",10,"1,30",11,"1,43",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",319,"41,54",0,"0,00"
25,1205402500,Potsdam,0083,1172,49,665,"56,74",9,656,241,"36,74",40,"6,10",6,"0,91",0,"0,00",24,"3,66",12,"1,83",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",333,"50,76",0,"0,00"
25,1205402500,Potsdam,0084,1458,92,805,"55,21",2,803,361,"44,96",63,"7,85",15,"1,87",0,"0,00",30,"3,74",9,"1,12",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",325,"40,47",0,"0,00"
26,"1,20E+09",Briefwahlbezirk,0926,0,0,1711,"0,00",18,1693,886,"52,33",323,"19,08",31,"1,83",66,"3,90",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",387,"22,86",0,"0,00"
26,1207200805,Altes Lager,0013,503,14,225,"44,73",3,222,122,"54,95",46,"20,72",4,"1,80",5,"2,25",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",45,"20,27",0,"0,00"
26,1207202010,Blankensee,0001,288,9,183,"63,54",2,181,124,"68,51",23,"12,71",5,"2,76",4,"2,21",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",25,"13,81",0,"0,00"
26,1207202807,Bochow,0002,267,13,134,"50,19",1,133,79,"59,40",33,"24,81",2,"1,50",3,"2,26",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",16,"12,03",0,"0,00"
26,1207203204,Bollensdorf,0001,113,0,66,"58,41",3,63,41,"65,08",17,"26,98",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",5,"7,94",0,"0,00"
26,1207203607,Borgisdorf,0001,141,1,91,"64,54",3,88,63,"71,59",17,"19,32",3,"3,41",2,"2,27",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",3,"3,41",0,"0,00"
26,1207204004,Buckow,0001,109,1,78,"71,56",0,78,41,"52,56",30,"38,46",5,"6,41",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",2,"2,56",0,"0,00"
26,1207204410,Christinendorf,0002,181,5,101,"55,80",1,100,52,"52,00",32,"32,00",2,"2,00",5,"5,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",9,"9,00",0,"0,00"
26,1207205204,Dahme,0001,1217,60,612,"50,29",18,594,354,"59,60",125,"21,04",25,"4,21",18,"3,03",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",72,"12,12",0,"0,00"
26,1207205204,Dahme,0002,1088,35,620,"56,99",20,600,384,"64,00",111,"18,50",15,"2,50",16,"2,67",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",74,"12,33",0,"0,00"
26,1207205204,Dahme,0003,922,29,457,"49,57",10,447,248,"55,48",113,"25,28",9,"2,01",7,"1,57",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",70,"15,66",0,"0,00"
26,1207205204,Dahme,0004,88,0,74,"84,09",6,68,35,"51,47",21,"30,88",2,"2,94",1,"1,47",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",9,"13,24",0,"0,00"
26,1207205204,Dahme,0005,64,4,44,"68,75",1,43,25,"58,14",18,"41,86",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00"
26,1207207604,Gebersdorf,0001,237,6,134,"56,54",8,126,57,"45,24",41,"32,54",2,"1,59",3,"2,38",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",23,"18,25",0,"0,00"
26,1207208410,Glau,0003,172,5,102,"59,30",1,101,61,"60,40",27,"26,73",2,"1,98",6,"5,94",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",5,"4,95",0,"0,00"
26,1207209204,Görsdorf,0001,210,6,157,"74,76",6,151,71,"47,02",66,"43,71",3,"1,99",2,"1,32",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",9,"5,96",0,"0,00"
26,1207209607,Gräfendorf,0003,167,3,117,"70,06",2,115,67,"58,26",37,"32,17",3,"2,61",2,"1,74",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",6,"5,22",0,"0,00"
26,1207212410,Großbeuthen,0004,148,5,87,"58,78",2,85,53,"62,35",16,"18,82",1,"1,18",3,"3,53",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",12,"14,12",0,"0,00"
26,1207212805,Grüna,0014,256,0,149,"58,20",5,144,86,"59,72",41,"28,47",1,"0,69",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",16,"11,11",0,"0,00"
26,1207213207,Herbersdorf,0015,95,0,69,"72,63",4,65,47,"72,31",15,"23,08",0,"0,00",1,"1,54",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",2,"3,08",0,"0,00"
26,1207213607,Hohenahlsdorf,0005,160,7,114,"71,25",4,110,63,"57,27",33,"30,00",2,"1,82",3,"2,73",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",9,"8,18",0,"0,00"
26,1207214007,Hohengörsdorf,0004,103,0,56,"54,37",0,56,31,"55,36",15,"26,79",5,"8,93",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",5,"8,93",0,"0,00"
26,1207214407,Hohenseefeld,0016,448,0,248,"55,36",5,243,118,"48,56",85,"34,98",8,"3,29",8,"3,29",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",24,"9,88",0,"0,00"
26,1207215607,Ihlow,0017,175,0,136,"77,71",5,131,82,"62,60",37,"28,24",0,"0,00",3,"2,29",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",9,"6,87",0,"0,00"
26,1207216004,Illmersdorf,0001,119,2,68,"57,14",5,63,38,"60,32",24,"38,10",1,"1,59",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00"
26,1207216805,Jüterbog,0001,1392,38,753,"54,09",15,738,437,"59,21",146,"19,78",13,"1,76",14,"1,90",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",128,"17,34",0,"0,00"
26,1207216805,Jüterbog,0002,266,9,120,"45,11",2,118,73,"61,86",16,"13,56",2,"1,69",1,"0,85",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",26,"22,03",0,"0,00"
26,1207216805,Jüterbog,0003,897,56,469,"52,29",5,464,293,"63,15",71,"15,30",24,"5,17",8,"1,72",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",68,"14,66",0,"0,00"
26,1207216805,Jüterbog,0004,603,14,325,"53,90",11,314,210,"66,88",59,"18,79",9,"2,87",6,"1,91",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",30,"9,55",0,"0,00"
26,1207216805,Jüterbog,0005,1220,60,619,"50,74",25,594,339,"57,07",104,"17,51",31,"5,22",14,"2,36",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",106,"17,85",0,"0,00"
26,1207216805,Jüterbog,0006,802,64,425,"52,99",9,416,217,"52,16",79,"18,99",16,"3,85",5,"1,20",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",99,"23,80",0,"0,00"
26,1207216805,Jüterbog,0007,883,35,429,"48,58",11,418,259,"61,96",69,"16,51",9,"2,15",13,"3,11",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",68,"16,27",0,"0,00"
26,1207216805,Jüterbog,0008,595,46,257,"43,19",5,252,136,"53,97",45,"17,86",14,"5,56",6,"2,38",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",51,"20,24",0,"0,00"
26,1207216805,Jüterbog,0009,535,33,261,"48,79",5,256,136,"53,13",61,"23,83",14,"5,47",8,"3,13",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",37,"14,45",0,"0,00"
26,1207216805,Jüterbog,0010,613,32,317,"51,71",9,308,191,"62,01",53,"17,21",10,"3,25",7,"2,27",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",47,"15,26",0,"0,00"
26,1207216805,Jüterbog,0011,671,18,377,"56,18",11,366,242,"66,12",56,"15,30",12,"3,28",6,"1,64",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",50,"13,66",0,"0,00"
26,1207216805,Jüterbog,0012,632,29,371,"58,70",5,366,202,"55,19",79,"21,58",14,"3,83",10,"2,73",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",61,"16,67",0,"0,00"
26,1207217604,Kemlitz,0001,299,4,153,"51,17",5,148,109,"73,65",25,"16,89",5,"3,38",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",9,"6,08",0,"0,00"
26,1207219210,Klein Schulzendorf,0005,274,4,132,"48,18",6,126,61,"48,41",35,"27,78",4,"3,17",7,"5,56",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",19,"15,08",0,"0,00"
26,1207219610,Kliestow,0006,230,0,96,"41,74",6,90,60,"66,67",15,"16,67",1,"1,11",1,"1,11",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",13,"14,44",0,"0,00"
26,1207220005,Kloster Zinna,0015,882,11,499,"56,58",17,482,355,"73,65",67,"13,90",5,"1,04",7,"1,45",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",48,"9,96",0,"0,00"
26,1207221604,Liepe               1.1.95,0001,69,0,39,"56,52",2,37,17,"45,95",17,"45,95",2,"5,41",1,"2,70",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00"
26,1207223200,Luckenwalde,0001,514,21,274,"53,31",4,270,147,"54,44",49,"18,15",8,"2,96",26,"9,63",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",40,"14,81",0,"0,00"
26,1207223200,Luckenwalde,0002,1063,37,598,"56,26",13,585,325,"55,56",105,"17,95",13,"2,22",23,"3,93",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",119,"20,34",0,"0,00"
26,1207223200,Luckenwalde,0003,1137,50,619,"54,44",10,609,381,"62,56",76,"12,48",7,"1,15",25,"4,11",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",120,"19,70",0,"0,00"
26,1207223200,Luckenwalde,0004,665,23,377,"56,69",6,371,208,"56,06",81,"21,83",7,"1,89",25,"6,74",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",50,"13,48",0,"0,00"
26,1207223200,Luckenwalde,0005,1624,72,895,"55,11",25,870,555,"63,79",133,"15,29",10,"1,15",26,"2,99",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",146,"16,78",0,"0,00"
26,1207223200,Luckenwalde,0006,913,35,480,"52,57",15,465,282,"60,65",69,"14,84",13,"2,80",21,"4,52",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",80,"17,20",0,"0,00"
26,1207223200,Luckenwalde,0007,1245,54,537,"43,13",8,529,296,"55,95",108,"20,42",24,"4,54",26,"4,91",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",75,"14,18",0,"0,00"
26,1207223200,Luckenwalde,0008,382,14,182,"47,64",5,177,107,"60,45",38,"21,47",6,"3,39",7,"3,95",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",19,"10,73",0,"0,00"
26,1207223200,Luckenwalde,0009,1544,58,732,"47,41",27,705,424,"60,14",133,"18,87",12,"1,70",37,"5,25",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",99,"14,04",0,"0,00"
26,1207223200,Luckenwalde,0010,923,28,412,"44,64",13,399,250,"62,66",60,"15,04",10,"2,51",23,"5,76",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",56,"14,04",0,"0,00"
26,1207223200,Luckenwalde,0011,1193,72,672,"56,33",7,665,393,"59,10",90,"13,53",12,"1,80",23,"3,46",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",147,"22,11",0,"0,00"
26,1207223200,Luckenwalde,0012,1542,113,725,"47,02",14,711,433,"60,90",113,"15,89",15,"2,11",32,"4,50",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",118,"16,60",0,"0,00"
26,1207223200,Luckenwalde,0013,1684,72,869,"51,60",15,854,478,"55,97",138,"16,16",14,"1,64",40,"4,68",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",184,"21,55",0,"0,00"
26,1207223200,Luckenwalde,0014,1749,88,797,"45,57",13,784,395,"50,38",174,"22,19",8,"1,02",30,"3,83",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",177,"22,58",0,"0,00"
26,1207223200,Luckenwalde,0015,545,22,240,"44,04",6,234,128,"54,70",57,"24,36",9,"3,85",9,"3,85",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",31,"13,25",0,"0,00"
26,1207223200,Luckenwalde,0016,1182,124,664,"56,18",12,652,385,"59,05",130,"19,94",15,"2,30",22,"3,37",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",100,"15,34",0,"0,00"
26,1207223200,Luckenwalde,0017,1024,57,577,"56,35",7,570,331,"58,07",113,"19,82",16,"2,81",15,"2,63",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",95,"16,67",0,"0,00"
26,1207223200,Luckenwalde,0018,229,4,121,"52,84",1,120,66,"55,00",32,"26,67",2,"1,67",14,"11,67",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",6,"5,00",0,"0,00"
26,1207223200,Luckenwalde,0019,174,0,103,"59,20",2,101,66,"65,35",11,"10,89",0,"0,00",14,"13,86",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",10,"9,90",0,"0,00"
26,1207223610,Lüdersdorf,0007,308,3,182,"59,09",1,181,104,"57,46",39,"21,55",3,"1,66",9,"4,97",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",26,"14,36",0,"0,00"
26,1207225205,Markendorf,0016,276,5,168,"60,87",2,166,115,"69,28",16,"9,64",1,"0,60",5,"3,01",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",29,"17,47",0,"0,00"
26,1207225205,Markendorf,0017,233,4,162,"69,53",5,157,87,"55,41",44,"28,03",2,"1,27",6,"3,82",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",18,"11,46",0,"0,00"
26,1207225610,Märkisch Wilmersdorf,0008,146,0,74,"50,68",2,72,42,"58,33",21,"29,17",4,"5,56",1,"1,39",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",4,"5,56",0,"0,00"
26,1207226004,Mehlsdorf,0001,119,0,62,"52,10",4,58,31,"53,45",21,"36,21",2,"3,45",2,"3,45",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",2,"3,45",0,"0,00"
26,1207226407,Meinsdorf,0018,340,3,202,"59,41",4,198,116,"58,59",40,"20,20",9,"4,55",3,"1,52",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",30,"15,15",0,"0,00"
26,1207228405,Neuheim,0018,241,6,139,"57,68",4,135,78,"57,78",7,"5,19",3,"2,22",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",47,"34,81",0,"0,00"
26,1207228805,Neuhof,0019,113,3,63,"55,75",0,63,52,"82,54",6,"9,52",0,"0,00",4,"6,35",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",1,"1,59",0,"0,00"
26,1207229204,Niebendorf-Heinsdorf,0001,360,0,189,"52,50",2,187,116,"62,03",38,"20,32",8,"4,28",6,"3,21",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",19,"10,16",0,"0,00"
26,1207230004,Niendorf,0001,82,2,61,"74,39",0,61,32,"52,46",23,"37,70",0,"0,00",2,"3,28",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",4,"6,56",0,"0,00"
26,1207230407,Nonnendorf,0021,253,2,127,"50,20",5,122,77,"63,11",32,"26,23",2,"1,64",1,"0,82",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",10,"8,20",0,"0,00"
