"Wahlkreisnummer 1994",AGS,Gebietskörperschaft,Wahlbezirksnummer,Wahlberechtigte,"darunter Wahlberechtigte mit Sperrvermerk",Wähler,Wahlbeteiligung,"Ungültige Erststimmen","Gültige Erststimmen",SPD,"Anteil SPD in %",CDU,"Anteil CDU in %",FDP,"Anteil FDP in %",BFWG,"Anteil BFWG in %",GRÜNE/B90,"Anteil GRÜNE/B90 in %",Bürger,"Anteil Bürger in %",DSU,"Anteil DSU in %",GRAUE,"Anteil GRAUE in %",REP,"Anteil REP in %",KPD,"Anteil KPD in %",ÖDP,"Anteil ÖDP in %",PDS,"Anteil PDS in %",EB,"Anteil EB in %"
11,1206324407,Premnitz,0002,1104,32,570,"51,63",8,562,318,"56,58",97,"17,26",14,"2,49",26,"4,63",0,"0,00",5,"0,89",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",102,"18,15",0,"0,00"
11,1206324407,Premnitz,0003,1058,55,576,"54,44",12,564,290,"51,42",121,"21,45",22,"3,90",17,"3,01",0,"0,00",16,"2,84",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",98,"17,38",0,"0,00"
11,1206324407,Premnitz,0004,1308,36,564,"43,12",10,554,291,"52,53",128,"23,10",17,"3,07",21,"3,79",0,"0,00",19,"3,43",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",78,"14,08",0,"0,00"
11,1206324407,Premnitz,0005,1630,124,968,"59,39",19,949,536,"56,48",191,"20,13",23,"2,42",21,"2,21",0,"0,00",24,"2,53",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",154,"16,23",0,"0,00"
11,1206324407,Premnitz,0006,1638,47,887,"54,15",9,878,490,"55,81",176,"20,05",18,"2,05",24,"2,73",0,"0,00",30,"3,42",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",140,"15,95",0,"0,00"
11,1206325208,Rathenow,0001,668,17,394,"58,98",4,390,141,"36,15",97,"24,87",18,"4,62",67,"17,18",0,"0,00",5,"1,28",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",62,"15,90",0,"0,00"
11,1206325208,Rathenow,0002,1188,100,672,"56,57",8,664,218,"32,83",153,"23,04",45,"6,78",124,"18,67",0,"0,00",22,"3,31",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",102,"15,36",0,"0,00"
11,1206325208,Rathenow,0003,874,54,392,"44,85",6,386,134,"34,72",83,"21,50",24,"6,22",62,"16,06",0,"0,00",5,"1,30",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",78,"20,21",0,"0,00"
11,1206325208,Rathenow,0004,1427,48,747,"52,35",11,736,271,"36,82",153,"20,79",14,"1,90",128,"17,39",0,"0,00",18,"2,45",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",152,"20,65",0,"0,00"
11,1206325208,Rathenow,0005,1395,48,739,"52,97",14,725,204,"28,14",210,"28,97",33,"4,55",118,"16,28",0,"0,00",10,"1,38",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",150,"20,69",0,"0,00"
11,1206325208,Rathenow,0006,1453,61,745,"51,27",14,731,322,"44,05",160,"21,89",17,"2,33",99,"13,54",0,"0,00",17,"2,33",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",116,"15,87",0,"0,00"
11,1206325208,Rathenow,0007,1259,44,554,"44,00",17,537,198,"36,87",101,"18,81",8,"1,49",119,"22,16",0,"0,00",8,"1,49",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",103,"19,18",0,"0,00"
11,1206325208,Rathenow,0008,932,23,410,"43,99",11,399,161,"40,35",78,"19,55",11,"2,76",77,"19,30",0,"0,00",3,"0,75",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",69,"17,29",0,"0,00"
11,1206325208,Rathenow,0009,1356,77,728,"53,69",12,716,251,"35,06",149,"20,81",24,"3,35",104,"14,53",0,"0,00",13,"1,82",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",175,"24,44",0,"0,00"
11,1206325208,Rathenow,0010,1131,37,559,"49,43",9,550,228,"41,45",109,"19,82",13,"2,36",77,"14,00",0,"0,00",5,"0,91",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",118,"21,45",0,"0,00"
11,1206325208,Rathenow,0011,1025,55,550,"53,66",18,532,242,"45,49",104,"19,55",22,"4,14",69,"12,97",0,"0,00",4,"0,75",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",91,"17,11",0,"0,00"
11,1206325208,Rathenow,0012,1351,82,815,"60,33",8,807,326,"40,40",182,"22,55",16,"1,98",94,"11,65",0,"0,00",17,"2,11",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",172,"21,31",0,"0,00"
11,1206325208,Rathenow,0013,380,30,165,"43,42",7,158,71,"44,94",42,"26,58",5,"3,16",19,"12,03",0,"0,00",3,"1,90",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",18,"11,39",0,"0,00"
11,1206325208,Rathenow,0014,1077,26,519,"48,19",7,512,213,"41,60",130,"25,39",11,"2,15",60,"11,72",0,"0,00",9,"1,76",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",89,"17,38",0,"0,00"
11,1206325208,Rathenow,0015,941,29,379,"40,28",10,369,141,"38,21",67,"18,16",12,"3,25",76,"20,60",0,"0,00",12,"3,25",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",61,"16,53",0,"0,00"
11,1206325208,Rathenow,0016,1019,23,415,"40,73",2,413,177,"42,86",100,"24,21",16,"3,87",58,"14,04",0,"0,00",5,"1,21",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",57,"13,80",0,"0,00"
11,1206325208,Rathenow,0017,1066,33,520,"48,78",11,509,199,"39,10",122,"23,97",14,"2,75",65,"12,77",0,"0,00",12,"2,36",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",97,"19,06",0,"0,00"
11,1206325208,Rathenow,0018,1177,27,604,"51,32",14,590,207,"35,08",147,"24,92",22,"3,73",78,"13,22",0,"0,00",17,"2,88",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",119,"20,17",0,"0,00"
11,1206325208,Rathenow,0019,1406,75,714,"50,78",7,707,251,"35,50",163,"23,06",14,"1,98",95,"13,44",0,"0,00",10,"1,41",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",174,"24,61",0,"0,00"
11,1206325208,Rathenow,0020,1204,62,662,"54,98",5,657,252,"38,36",159,"24,20",11,"1,67",92,"14,00",0,"0,00",11,"1,67",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",132,"20,09",0,"0,00"
11,1206326009,Rhinow,0001,833,7,417,"50,06",9,408,156,"38,24",100,"24,51",96,"23,53",4,"0,98",0,"0,00",6,"1,47",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",46,"11,27",0,"0,00"
11,1206326009,Rhinow,0002,620,18,323,"52,10",10,313,111,"35,46",68,"21,73",87,"27,80",11,"3,51",0,"0,00",5,"1,60",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",31,"9,90",0,"0,00"
11,1206326009,Rhinow,0003,97,1,61,"62,89",2,59,39,"66,10",8,"13,56",8,"13,56",0,"0,00",0,"0,00",1,"1,69",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",3,"5,08",0,"0,00"
11,1206326809,Schönholz-Neuwerder,0001,142,5,71,"50,00",0,71,34,"47,89",22,"30,99",4,"5,63",5,"7,04",0,"0,00",1,"1,41",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",5,"7,04",0,"0,00"
11,1206328008,Semlin,0001,314,8,182,"57,96",2,180,85,"47,22",44,"24,44",7,"3,89",19,"10,56",0,"0,00",1,"0,56",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",24,"13,33",0,"0,00"
11,1206328402,Senzke,0001,201,0,100,"49,75",3,97,66,"68,04",15,"15,46",2,"2,06",0,"0,00",0,"0,00",1,"1,03",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",13,"13,40",0,"0,00"
11,1206328809,Spaatz,0001,318,6,210,"66,04",1,209,86,"41,15",37,"17,70",40,"19,14",8,"3,83",0,"0,00",2,"0,96",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",36,"17,22",0,"0,00"
11,1206329206,Stechow,0001,338,4,223,"65,98",9,214,109,"50,93",52,"24,30",11,"5,14",11,"5,14",0,"0,00",3,"1,40",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",28,"13,08",0,"0,00"
11,1206329608,Steckelsdorf,0001,377,13,221,"58,62",2,219,59,"26,94",73,"33,33",17,"7,76",24,"10,96",0,"0,00",2,"0,91",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",44,"20,09",0,"0,00"
11,1206330009,Stölln,0001,242,4,118,"48,76",1,117,58,"49,57",20,"17,09",22,"18,80",2,"1,71",0,"0,00",2,"1,71",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",13,"11,11",0,"0,00"
11,1206330409,Strodehne,0001,231,0,156,"67,53",2,154,74,"48,05",54,"35,06",16,"10,39",3,"1,95",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",7,"4,55",0,"0,00"
11,1206331604,Vieritz,0001,260,9,144,"55,38",3,141,58,"41,13",56,"39,72",0,"0,00",3,"2,13",0,"0,00",2,"1,42",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",22,"15,60",0,"0,00"
11,1206332002,Vietznitz,0001,200,0,116,"58,00",3,113,69,"61,06",19,"16,81",1,"0,88",0,"0,00",0,"0,00",4,"3,54",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",20,"17,70",0,"0,00"
11,1206332802,Wagenitz,0001,243,2,137,"56,38",4,133,91,"68,42",17,"12,78",3,"2,26",0,"0,00",0,"0,00",6,"4,51",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",16,"12,03",0,"0,00"
11,1206333602,Warsow,0001,89,0,53,"59,55",2,51,36,"70,59",14,"27,45",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",1,"1,96",0,"0,00"
11,1206333602,Warsow,0002,66,0,47,"71,21",1,46,27,"58,70",14,"30,43",0,"0,00",0,"0,00",0,"0,00",2,"4,35",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",3,"6,52",0,"0,00"
11,1206334009,Wassersuppe,0001,86,6,46,"53,49",0,46,24,"52,17",14,"30,43",4,"8,70",3,"6,52",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",1,"2,17",0,"0,00"
11,1206334809,Witzke,0001,88,0,57,"64,77",0,57,26,"45,61",18,"31,58",4,"7,02",0,"0,00",0,"0,00",1,"1,75",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",8,"14,04",0,"0,00"
11,1206335209,Wolsier,0001,77,11,38,"49,35",1,37,18,"48,65",8,"21,62",4,"10,81",1,"2,70",0,"0,00",2,"5,41",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",4,"10,81",0,"0,00"
11,1206335209,Wolsier,0002,66,0,38,"57,58",2,36,12,"33,33",17,"47,22",6,"16,67",1,"2,78",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00"
11,1206336002,Wutzetz,0001,125,0,72,"57,60",0,72,39,"54,17",16,"22,22",1,"1,39",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",16,"22,22",0,"0,00"
11,1206337204,Zollchow,0001,210,2,111,"52,86",4,107,52,"48,60",32,"29,91",2,"1,87",5,"4,67",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",16,"14,95",0,"0,00"
11,1206337204,Zollchow,0002,176,2,102,"57,95",1,101,61,"60,40",22,"21,78",3,"2,97",4,"3,96",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",11,"10,89",0,"0,00"
11,1206337602,Zootzen,0001,343,4,176,"51,31",8,168,106,"63,10",33,"19,64",3,"1,79",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",26,"15,48",0,"0,00"
12,"1,20E+09",Briefwahlbezirk,0900,0,0,1726,"0,00",10,1716,899,"52,39",305,"17,77",41,"2,39",0,"0,00",0,"0,00",99,"5,77",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",372,"21,68",0,"0,00"
12,1206301205,Berge,0001,450,7,274,"60,89",11,263,149,"56,65",54,"20,53",4,"1,52",0,"0,00",0,"0,00",18,"6,84",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",38,"14,45",0,"0,00"
12,1206301605,Bergerdamm,0001,211,2,116,"54,98",2,114,71,"62,28",18,"15,79",1,"0,88",0,"0,00",0,"0,00",7,"6,14",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",17,"14,91",0,"0,00"
12,1206301605,Bergerdamm,0002,175,0,99,"56,57",5,94,67,"71,28",11,"11,70",0,"0,00",0,"0,00",0,"0,00",3,"3,19",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",13,"13,83",0,"0,00"
12,1206302405,Börnicke,0001,427,5,257,"60,19",0,257,83,"32,30",59,"22,96",4,"1,56",0,"0,00",0,"0,00",7,"2,72",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",104,"40,47",0,"0,00"
12,1206302405,Börnicke,0002,120,2,51,"42,50",0,51,23,"45,10",20,"39,22",1,"1,96",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",7,"13,73",0,"0,00"
12,1206303201,Bredow,0001,482,1,257,"53,32",8,249,158,"63,45",45,"18,07",2,"0,80",0,"0,00",0,"0,00",14,"5,62",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",30,"12,05",0,"0,00"
12,1206303601,Brieselang,0001,838,35,452,"53,94",8,444,267,"60,14",85,"19,14",9,"2,03",0,"0,00",0,"0,00",9,"2,03",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",74,"16,67",0,"0,00"
12,1206303601,Brieselang,0002,908,22,484,"53,30",6,478,248,"51,88",87,"18,20",4,"0,84",0,"0,00",0,"0,00",35,"7,32",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",104,"21,76",0,"0,00"
12,1206303601,Brieselang,0003,1165,36,668,"57,34",15,653,371,"56,81",116,"17,76",5,"0,77",0,"0,00",0,"0,00",36,"5,51",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",125,"19,14",0,"0,00"
12,1206303601,Brieselang,0004,421,11,183,"43,47",3,180,107,"59,44",48,"26,67",3,"1,67",0,"0,00",0,"0,00",4,"2,22",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",18,"10,00",0,"0,00"
12,1206304011,Buchow-Karpzow,0001,208,0,90,"43,27",2,88,35,"39,77",28,"31,82",1,"1,14",0,"0,00",0,"0,00",2,"2,27",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",22,"25,00",0,"0,00"
12,1206305600,Dallgow-Döberitz,0001,1219,82,601,"49,30",2,599,286,"47,75",136,"22,70",21,"3,51",0,"0,00",0,"0,00",31,"5,18",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",125,"20,87",0,"0,00"
12,1206305600,Dallgow-Döberitz,0002,1239,48,613,"49,48",11,602,340,"56,48",114,"18,94",17,"2,82",0,"0,00",0,"0,00",14,"2,33",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",117,"19,44",0,"0,00"
12,1206306811,Elstal,0001,1354,25,803,"59,31",10,793,451,"56,87",184,"23,20",16,"2,02",0,"0,00",0,"0,00",34,"4,29",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",108,"13,62",0,"0,00"
12,1206307203,Etzin,0001,259,2,150,"57,92",5,145,87,"60,00",28,"19,31",1,"0,69",0,"0,00",0,"0,00",6,"4,14",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",23,"15,86",0,"0,00"
12,1206307603,Falkenrehde,0001,463,7,233,"50,32",7,226,134,"59,29",44,"19,47",2,"0,88",0,"0,00",0,"0,00",11,"4,87",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",35,"15,49",0,"0,00"
12,1206308000,Falkensee,0001,995,32,540,"54,27",8,532,310,"58,27",105,"19,74",14,"2,63",0,"0,00",0,"0,00",17,"3,20",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",86,"16,17",0,"0,00"
12,1206308000,Falkensee,0002,544,37,303,"55,70",7,296,178,"60,14",56,"18,92",10,"3,38",0,"0,00",0,"0,00",11,"3,72",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",41,"13,85",0,"0,00"
12,1206308000,Falkensee,0003,607,33,269,"44,32",8,261,144,"55,17",63,"24,14",8,"3,07",0,"0,00",0,"0,00",9,"3,45",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",37,"14,18",0,"0,00"
12,1206308000,Falkensee,0004,433,30,264,"60,97",5,259,153,"59,07",26,"10,04",7,"2,70",0,"0,00",0,"0,00",10,"3,86",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",63,"24,32",0,"0,00"
12,1206308000,Falkensee,0005,389,18,231,"59,38",2,229,115,"50,22",45,"19,65",6,"2,62",0,"0,00",0,"0,00",20,"8,73",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",43,"18,78",0,"0,00"
12,1206308000,Falkensee,0006,990,50,624,"63,03",17,607,318,"52,39",110,"18,12",22,"3,62",0,"0,00",0,"0,00",27,"4,45",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",130,"21,42",0,"0,00"
12,1206308000,Falkensee,0007,1101,56,634,"57,58",12,622,357,"57,40",97,"15,59",23,"3,70",0,"0,00",0,"0,00",29,"4,66",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",116,"18,65",0,"0,00"
12,1206308000,Falkensee,0008,604,31,345,"57,12",13,332,186,"56,02",59,"17,77",8,"2,41",0,"0,00",0,"0,00",13,"3,92",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",66,"19,88",0,"0,00"
12,1206308000,Falkensee,0009,625,52,376,"60,16",1,375,194,"51,73",53,"14,13",5,"1,33",0,"0,00",0,"0,00",10,"2,67",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",113,"30,13",0,"0,00"
12,1206308000,Falkensee,0010,340,17,185,"54,41",4,181,111,"61,33",27,"14,92",3,"1,66",0,"0,00",0,"0,00",1,"0,55",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",39,"21,55",0,"0,00"
12,1206308000,Falkensee,0011,556,18,331,"59,53",7,324,172,"53,09",62,"19,14",7,"2,16",0,"0,00",0,"0,00",10,"3,09",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",73,"22,53",0,"0,00"
12,1206308000,Falkensee,0012,1466,85,771,"52,59",17,754,421,"55,84",133,"17,64",25,"3,32",0,"0,00",0,"0,00",23,"3,05",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",152,"20,16",0,"0,00"
12,1206308000,Falkensee,0013,749,25,396,"52,87",3,393,229,"58,27",55,"13,99",14,"3,56",0,"0,00",0,"0,00",14,"3,56",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",81,"20,61",0,"0,00"
12,1206308000,Falkensee,0014,517,35,303,"58,61",2,301,168,"55,81",60,"19,93",8,"2,66",0,"0,00",0,"0,00",10,"3,32",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",55,"18,27",0,"0,00"
12,1206308000,Falkensee,0015,557,25,330,"59,25",6,324,180,"55,56",58,"17,90",8,"2,47",0,"0,00",0,"0,00",10,"3,09",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",68,"20,99",0,"0,00"
12,1206308000,Falkensee,0016,557,16,340,"61,04",3,337,192,"56,97",53,"15,73",6,"1,78",0,"0,00",0,"0,00",15,"4,45",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",71,"21,07",0,"0,00"
12,1206308000,Falkensee,0017,1278,67,674,"52,74",11,663,384,"57,92",108,"16,29",11,"1,66",0,"0,00",0,"0,00",34,"5,13",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",126,"19,00",0,"0,00"
12,1206308000,Falkensee,0018,866,39,522,"60,28",5,517,278,"53,77",67,"12,96",6,"1,16",0,"0,00",0,"0,00",15,"2,90",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",151,"29,21",0,"0,00"
12,1206308000,Falkensee,0019,1217,51,610,"50,12",5,605,373,"61,65",77,"12,73",9,"1,49",0,"0,00",0,"0,00",21,"3,47",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",125,"20,66",0,"0,00"
12,1206308000,Falkensee,0020,791,41,407,"51,45",2,405,273,"67,41",62,"15,31",5,"1,23",0,"0,00",0,"0,00",16,"3,95",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",49,"12,10",0,"0,00"
12,1206308000,Falkensee,0021,659,22,376,"57,06",4,372,235,"63,17",71,"19,09",8,"2,15",0,"0,00",0,"0,00",6,"1,61",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",52,"13,98",0,"0,00"
12,1206308000,Falkensee,0022,720,27,409,"56,81",6,403,249,"61,79",66,"16,38",6,"1,49",0,"0,00",0,"0,00",18,"4,47",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",64,"15,88",0,"0,00"
12,1206308000,Falkensee,0023,966,36,500,"51,76",5,495,312,"63,03",71,"14,34",14,"2,83",0,"0,00",0,"0,00",18,"3,64",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",80,"16,16",0,"0,00"
12,1206310805,Groß Behnitz,0001,495,6,290,"58,59",8,282,128,"45,39",61,"21,63",3,"1,06",0,"0,00",0,"0,00",17,"6,03",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",73,"25,89",0,"0,00"
12,1206312005,Grünefeld,0001,322,14,183,"56,83",5,178,84,"47,19",47,"26,40",8,"4,49",0,"0,00",0,"0,00",12,"6,74",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",27,"15,17",0,"0,00"
12,1206314011,Hoppenrade,0001,155,0,107,"69,03",4,103,64,"62,14",17,"16,50",1,"0,97",0,"0,00",0,"0,00",4,"3,88",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",17,"16,50",0,"0,00"
12,1206314803,Ketzin,0001,278,6,130,"46,76",2,128,76,"59,38",20,"15,63",3,"2,34",0,"0,00",0,"0,00",5,"3,91",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",24,"18,75",0,"0,00"
12,1206314803,Ketzin,0002,1058,40,512,"48,39",5,507,303,"59,76",94,"18,54",6,"1,18",0,"0,00",0,"0,00",15,"2,96",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",89,"17,55",0,"0,00"
12,1206314803,Ketzin,0003,1607,47,787,"48,97",14,773,400,"51,75",225,"29,11",24,"3,10",0,"0,00",0,"0,00",25,"3,23",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",99,"12,81",0,"0,00"
12,1206314803,Ketzin,0004,362,21,172,"47,51",3,169,93,"55,03",19,"11,24",8,"4,73",0,"0,00",0,"0,00",6,"3,55",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",43,"25,44",0,"0,00"
12,1206315205,Kienberg,0001,244,1,132,"54,10",2,130,75,"57,69",19,"14,62",1,"0,77",0,"0,00",0,"0,00",13,"10,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",22,"16,92",0,"0,00"
12,1206315605,Klein Behnitz,0001,149,0,99,"66,44",6,93,54,"58,06",15,"16,13",1,"1,08",0,"0,00",0,"0,00",6,"6,45",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",17,"18,28",0,"0,00"
12,1206318005,Lietzow,0001,211,4,117,"55,45",0,117,79,"67,52",18,"15,38",2,"1,71",0,"0,00",0,"0,00",11,"9,40",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",7,"5,98",0,"0,00"
12,1206318405,Markee,0001,695,14,266,"38,27",12,254,145,"57,09",39,"15,35",3,"1,18",0,"0,00",0,"0,00",15,"5,91",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",52,"20,47",0,"0,00"
12,1206320800,Nauen,0001,368,9,133,"36,14",5,128,63,"49,22",19,"14,84",2,"1,56",0,"0,00",0,"0,00",15,"11,72",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",29,"22,66",0,"0,00"
12,1206320800,Nauen,0002,605,12,318,"52,56",5,313,164,"52,40",32,"10,22",2,"0,64",0,"0,00",0,"0,00",54,"17,25",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",61,"19,49",0,"0,00"
12,1206320800,Nauen,0003,961,64,394,"41,00",8,386,185,"47,93",69,"17,88",10,"2,59",0,"0,00",0,"0,00",61,"15,80",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",61,"15,80",0,"0,00"
12,1206320800,Nauen,0004,1084,20,423,"39,02",15,408,204,"50,00",56,"13,73",6,"1,47",0,"0,00",0,"0,00",77,"18,87",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",65,"15,93",0,"0,00"
12,1206320800,Nauen,0005,1314,67,586,"44,60",12,574,308,"53,66",63,"10,98",6,"1,05",0,"0,00",0,"0,00",74,"12,89",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",123,"21,43",0,"0,00"
12,1206320800,Nauen,0006,1063,41,559,"52,59",11,548,298,"54,38",70,"12,77",12,"2,19",0,"0,00",0,"0,00",67,"12,23",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",101,"18,43",0,"0,00"
12,1206320800,Nauen,0007,1138,67,575,"50,53",10,565,296,"52,39",88,"15,58",7,"1,24",0,"0,00",0,"0,00",73,"12,92",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",101,"17,88",0,"0,00"
12,1206320800,Nauen,0008,1641,72,847,"51,61",19,828,422,"50,97",117,"14,13",13,"1,57",0,"0,00",0,"0,00",110,"13,29",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",166,"20,05",0,"0,00"
12,1206320800,Nauen,0009,80,0,46,"57,50",1,45,26,"57,78",10,"22,22",0,"0,00",0,"0,00",0,"0,00",6,"13,33",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",3,"6,67",0,"0,00"
12,1206320800,Nauen,0010,105,0,67,"63,81",1,66,29,"43,94",25,"37,88",1,"1,52",0,"0,00",0,"0,00",9,"13,64",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",2,"3,03",0,"0,00"
