"Wahlkreisnummer 1994",AGS,Gebietskörperschaft,Wahlbezirksnummer,Wahlberechtigte,"darunter Wahlberechtigte mit Sperrvermerk",Wähler,Wahlbeteiligung,"Ungültige Zweitstimmen","Gültige Zweitstimmen",SPD,"Anteil SPD in %",CDU,"Anteil CDU in %",FDP,"Anteil FDP in %",BFWG,"Anteil BFWG in %",GRÜNE/B90,"Anteil GRÜNE/B90 in %",Bürger,"Anteil Bürger in %",DSU,"Anteil DSU in %",GRAUE,"Anteil GRAUE in %",REP,"Anteil REP in %",ÖDP,"Anteil ÖDP in %",PDS,"Anteil PDS in %",UWVB,"Anteil UWVB in %"
26,1207231200,Nuthe-Urstromtal,0017,871,35,502,"57,63",6,496,281,"56,65",92,"18,55",4,"0,81",24,"4,84",14,"2,82",3,"0,60",1,"0,20",0,"0,00",6,"1,21",2,"0,40",66,"13,31",3,"0,60"
26,1207231200,Nuthe-Urstromtal,0018,166,3,102,"61,45",4,98,53,"54,08",21,"21,43",1,"1,02",0,"0,00",0,"0,00",0,"0,00",1,"1,02",3,"3,06",2,"2,04",0,"0,00",17,"17,35",0,"0,00"
26,1207231200,Nuthe-Urstromtal,0019,96,0,70,"72,92",3,67,28,"41,79",17,"25,37",1,"1,49",1,"1,49",0,"0,00",0,"0,00",0,"0,00",1,"1,49",1,"1,49",0,"0,00",18,"26,87",0,"0,00"
26,1207231200,Nuthe-Urstromtal,0020,512,11,299,"58,40",3,296,178,"60,14",56,"18,92",1,"0,34",3,"1,01",5,"1,69",0,"0,00",0,"0,00",0,"0,00",6,"2,03",0,"0,00",47,"15,88",0,"0,00"
26,1207231200,Nuthe-Urstromtal,0021,139,10,52,"37,41",1,51,23,"45,10",10,"19,61",0,"0,00",0,"0,00",1,"1,96",0,"0,00",2,"3,92",0,"0,00",3,"5,88",1,"1,96",11,"21,57",0,"0,00"
26,1207231200,Nuthe-Urstromtal,0022,307,2,177,"57,65",1,176,97,"55,11",34,"19,32",7,"3,98",0,"0,00",9,"5,11",0,"0,00",0,"0,00",0,"0,00",3,"1,70",0,"0,00",24,"13,64",2,"1,14"
26,1207231200,Nuthe-Urstromtal,0023,458,9,219,"47,82",2,217,122,"56,22",46,"21,20",5,"2,30",3,"1,38",5,"2,30",0,"0,00",1,"0,46",1,"0,46",4,"1,84",0,"0,00",28,"12,90",2,"0,92"
26,1207233204,Prensdorf,0001,96,0,73,"76,04",0,73,39,"53,42",16,"21,92",4,"5,48",1,"1,37",1,"1,37",0,"0,00",0,"0,00",0,"0,00",2,"2,74",0,"0,00",10,"13,70",0,"0,00"
26,1207234807,Reinsdorf,0006,210,0,103,"49,05",5,98,56,"57,14",17,"17,35",4,"4,08",0,"0,00",1,"1,02",0,"0,00",0,"0,00",0,"0,00",1,"1,02",0,"0,00",19,"19,39",0,"0,00"
26,1207235207,Riesdorf,0007,79,1,67,"84,81",1,66,38,"57,58",8,"12,12",2,"3,03",0,"0,00",1,"1,52",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",17,"25,76",0,"0,00"
26,1207235604,Rietdorf,0001,89,0,61,"68,54",1,60,31,"51,67",19,"31,67",2,"3,33",2,"3,33",1,"1,67",0,"0,00",0,"0,00",0,"0,00",1,"1,67",0,"0,00",4,"6,67",0,"0,00"
26,1207236404,Rosenthal,0001,247,2,171,"69,23",3,168,108,"64,29",31,"18,45",4,"2,38",0,"0,00",7,"4,17",5,"2,98",0,"0,00",0,"0,00",1,"0,60",0,"0,00",12,"7,14",0,"0,00"
26,1207236404,Rosenthal,0002,69,0,46,"66,67",1,45,25,"55,56",14,"31,11",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",1,"2,22",5,"11,11",0,"0,00"
26,1207237207,Schlenzer,0008,191,2,125,"65,45",5,120,83,"69,17",17,"14,17",1,"0,83",0,"0,00",0,"0,00",1,"0,83",0,"0,00",0,"0,00",0,"0,00",0,"0,00",18,"15,00",0,"0,00"
26,1207238004,Schöna-Kolpien,0001,272,5,197,"72,43",3,194,134,"69,07",36,"18,56",3,"1,55",0,"0,00",4,"2,06",0,"0,00",0,"0,00",0,"0,00",1,"0,52",0,"0,00",16,"8,25",0,"0,00"
26,1207239210,Schönhagen,0009,234,13,122,"52,14",1,121,64,"52,89",13,"10,74",5,"4,13",0,"0,00",3,"2,48",1,"0,83",0,"0,00",1,"0,83",0,"0,00",2,"1,65",29,"23,97",3,"2,48"
26,1207240407,Sernow,0009,107,0,81,"75,70",4,77,50,"64,94",11,"14,29",2,"2,60",0,"0,00",1,"1,30",0,"0,00",0,"0,00",0,"0,00",5,"6,49",0,"0,00",8,"10,39",0,"0,00"
26,1207241610,Stangenhagen,0010,135,2,77,"57,04",2,75,45,"60,00",13,"17,33",1,"1,33",0,"0,00",2,"2,67",2,"2,67",0,"0,00",0,"0,00",1,"1,33",0,"0,00",11,"14,67",0,"0,00"
26,1207242010,Thyrow,0011,566,33,346,"61,13",8,338,173,"51,18",87,"25,74",6,"1,78",2,"0,59",12,"3,55",3,"0,89",0,"0,00",1,"0,30",4,"1,18",0,"0,00",47,"13,91",3,"0,89"
26,1207242410,Trebbin,0013,1765,98,882,"49,97",19,863,523,"60,60",141,"16,34",18,"2,09",8,"0,93",20,"2,32",6,"0,70",0,"0,00",2,"0,23",9,"1,04",1,"0,12",127,"14,72",8,"0,93"
26,1207242410,Trebbin,0014,1433,77,715,"49,90",9,706,387,"54,82",168,"23,80",23,"3,26",5,"0,71",20,"2,83",7,"0,99",0,"0,00",5,"0,71",8,"1,13",1,"0,14",79,"11,19",3,"0,42"
26,1207242804,Wahlsdorf,0001,268,2,168,"62,69",1,167,103,"61,68",32,"19,16",2,"1,20",0,"0,00",1,"0,60",2,"1,20",0,"0,00",0,"0,00",5,"2,99",0,"0,00",20,"11,98",2,"1,20"
26,1207242804,Wahlsdorf,0022,108,2,57,"52,78",2,55,35,"63,64",10,"18,18",0,"0,00",0,"0,00",1,"1,82",0,"0,00",0,"0,00",0,"0,00",1,"1,82",0,"0,00",8,"14,55",0,"0,00"
26,1207243607,Welsickendorf,0010,251,3,167,"66,53",0,167,99,"59,28",37,"22,16",5,"2,99",1,"0,60",6,"3,59",0,"0,00",0,"0,00",1,"0,60",1,"0,60",0,"0,00",16,"9,58",1,"0,60"
26,1207243607,Welsickendorf,0011,111,0,61,"54,95",0,61,40,"65,57",8,"13,11",4,"6,56",0,"0,00",3,"4,92",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",6,"9,84",0,"0,00"
26,1207244007,Werbig,0012,301,0,186,"61,79",3,183,119,"65,03",21,"11,48",6,"3,28",1,"0,55",6,"3,28",4,"2,19",0,"0,00",2,"1,09",2,"1,09",0,"0,00",20,"10,93",2,"1,09"
26,1207244007,Werbig,0013,88,4,56,"63,64",0,56,27,"48,21",15,"26,79",7,"12,50",0,"0,00",2,"3,57",0,"0,00",0,"0,00",0,"0,00",1,"1,79",0,"0,00",4,"7,14",0,"0,00"
26,1207244405,Werder,0020,87,0,70,"80,46",1,69,38,"55,07",14,"20,29",1,"1,45",1,"1,45",1,"1,45",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",13,"18,84",1,"1,45"
26,1207245207,Wiepersdorf,0023,180,0,117,"65,00",2,115,90,"78,26",13,"11,30",2,"1,74",0,"0,00",4,"3,48",0,"0,00",1,"0,87",0,"0,00",0,"0,00",0,"0,00",5,"4,35",0,"0,00"
26,1207245610,Wiesenhagen,0012,192,9,127,"66,15",2,125,80,"64,00",29,"23,20",1,"0,80",1,"0,80",2,"1,60",2,"1,60",0,"0,00",0,"0,00",2,"1,60",0,"0,00",7,"5,60",1,"0,80"
26,1207246404,Wildau - Wentdorf,0001,125,4,89,"71,20",0,89,56,"62,92",16,"17,98",2,"2,25",0,"0,00",6,"6,74",1,"1,12",0,"0,00",0,"0,00",1,"1,12",0,"0,00",7,"7,87",0,"0,00"
26,1207247207,Zellendorf,0014,302,6,188,"62,25",2,186,128,"68,82",26,"13,98",0,"0,00",0,"0,00",3,"1,61",0,"0,00",0,"0,00",0,"0,00",3,"1,61",1,"0,54",24,"12,90",1,"0,54"
27,"1,20E+09",Briefwahlbezirk,0927,0,0,2099,"0,00",4,2095,1187,"56,66",234,"11,17",33,"1,58",4,"0,19",58,"2,77",26,"1,24",1,"0,05",12,"0,57",17,"0,81",3,"0,14",496,"23,68",24,"1,15"
27,1207200406,Ahrensdorf,0011,290,0,197,"67,93",2,195,130,"66,67",38,"19,49",4,"2,05",0,"0,00",5,"2,56",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",18,"9,23",0,"0,00"
27,1207201202,Baruth / Mark,0001,434,12,252,"58,06",3,249,135,"54,22",58,"23,29",9,"3,61",0,"0,00",5,"2,01",1,"0,40",1,"0,40",4,"1,61",2,"0,80",0,"0,00",34,"13,65",0,"0,00"
27,1207201202,Baruth / Mark,0002,834,35,449,"53,84",8,441,278,"63,04",69,"15,65",17,"3,85",5,"1,13",13,"2,95",1,"0,23",0,"0,00",2,"0,45",6,"1,36",1,"0,23",47,"10,66",2,"0,45"
27,1207201202,Baruth / Mark,0003,99,0,46,"46,46",0,46,34,"73,91",8,"17,39",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",2,"4,35",0,"0,00",2,"4,35",0,"0,00"
27,1207201603,Blankenfelde,0011,998,58,641,"64,23",7,634,349,"55,05",86,"13,56",18,"2,84",1,"0,16",26,"4,10",9,"1,42",0,"0,00",1,"0,16",4,"0,63",2,"0,32",136,"21,45",2,"0,32"
27,1207201603,Blankenfelde,0021,1620,71,882,"54,44",7,875,394,"45,03",71,"8,11",6,"0,69",1,"0,11",26,"2,97",5,"0,57",1,"0,11",4,"0,46",8,"0,91",4,"0,46",353,"40,34",2,"0,23"
27,1207201603,Blankenfelde,0031,1585,114,973,"61,39",8,965,519,"53,78",152,"15,75",15,"1,55",2,"0,21",45,"4,66",7,"0,73",0,"0,00",4,"0,41",5,"0,52",1,"0,10",214,"22,18",1,"0,10"
27,1207201603,Blankenfelde,0041,777,39,474,"61,00",5,469,231,"49,25",72,"15,35",8,"1,71",2,"0,43",23,"4,90",4,"0,85",0,"0,00",2,"0,43",7,"1,49",0,"0,00",116,"24,73",4,"0,85"
27,1207201603,Blankenfelde,0051,1023,43,586,"57,28",5,581,286,"49,23",91,"15,66",17,"2,93",0,"0,00",27,"4,65",12,"2,07",2,"0,34",1,"0,17",7,"1,20",0,"0,00",134,"23,06",4,"0,69"
27,1207204809,Dahlewitz,0011,1310,60,733,"55,95",7,726,399,"54,96",140,"19,28",14,"1,93",0,"0,00",24,"3,31",7,"0,96",0,"0,00",2,"0,28",6,"0,83",0,"0,00",132,"18,18",2,"0,28"
27,1207206403,Diedersdorf,0011,285,9,180,"63,16",8,172,84,"48,84",54,"31,40",5,"2,91",0,"0,00",9,"5,23",1,"0,58",0,"0,00",0,"0,00",3,"1,74",0,"0,00",15,"8,72",1,"0,58"
27,1207206802,Dornswalde,0001,122,2,67,"54,92",2,65,49,"75,38",6,"9,23",2,"3,08",1,"1,54",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",7,"10,77",0,"0,00"
27,1207207201,Gadsdorf,0001,116,0,81,"69,83",1,80,49,"61,25",12,"15,00",0,"0,00",0,"0,00",8,"10,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",11,"13,75",0,"0,00"
27,1207208006,Genshagen,0011,314,4,190,"60,51",3,187,136,"72,73",21,"11,23",0,"0,00",1,"0,53",4,"2,14",2,"1,07",0,"0,00",0,"0,00",2,"1,07",0,"0,00",21,"11,23",0,"0,00"
27,1207208811,Glienick,0011,601,13,318,"52,91",9,309,178,"57,61",53,"17,15",9,"2,91",0,"0,00",5,"1,62",4,"1,29",0,"0,00",2,"0,65",3,"0,97",1,"0,32",54,"17,48",0,"0,00"
27,1207210006,Gröben,0011,144,0,90,"62,50",0,90,70,"77,78",10,"11,11",4,"4,44",0,"0,00",1,"1,11",2,"2,22",0,"0,00",0,"0,00",0,"0,00",0,"0,00",3,"3,33",0,"0,00"
27,1207210006,Gröben,0021,61,1,34,"55,74",0,34,22,"64,71",6,"17,65",0,"0,00",0,"0,00",3,"8,82",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",3,"8,82",0,"0,00"
27,1207210006,Gröben,0031,75,0,45,"60,00",1,44,23,"52,27",14,"31,82",1,"2,27",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",1,"2,27",0,"0,00",5,"11,36",0,"0,00"
27,1207210403,Groß Kienitz,0011,123,5,89,"72,36",1,88,36,"40,91",37,"42,05",1,"1,14",1,"1,14",7,"7,95",2,"2,27",0,"0,00",0,"0,00",0,"0,00",0,"0,00",4,"4,55",0,"0,00"
27,1207210809,Groß Machnow,0011,486,8,222,"45,68",1,221,141,"63,80",34,"15,38",14,"6,33",0,"0,00",0,"0,00",4,"1,81",0,"0,00",0,"0,00",0,"0,00",0,"0,00",26,"11,76",2,"0,90"
27,1207211211,Groß Schulzendorf,0011,301,7,172,"57,14",3,169,89,"52,66",47,"27,81",3,"1,78",1,"0,59",3,"1,78",2,"1,18",0,"0,00",0,"0,00",1,"0,59",0,"0,00",22,"13,02",1,"0,59"
27,1207211602,Groß Ziescht,0001,190,2,129,"67,89",2,127,83,"65,35",19,"14,96",0,"0,00",0,"0,00",2,"1,57",1,"0,79",0,"0,00",0,"0,00",2,"1,57",0,"0,00",20,"15,75",0,"0,00"
27,1207212006,Großbeeren,0011,784,36,446,"56,89",9,437,270,"61,78",71,"16,25",8,"1,83",1,"0,23",14,"3,20",3,"0,69",1,"0,23",1,"0,23",3,"0,69",0,"0,00",63,"14,42",2,"0,46"
27,1207212006,Großbeeren,0021,897,37,562,"62,65",13,549,289,"52,64",111,"20,22",50,"9,11",1,"0,18",13,"2,37",3,"0,55",0,"0,00",0,"0,00",2,"0,36",2,"0,36",76,"13,84",2,"0,36"
27,1207212006,Großbeeren,0031,218,3,141,"64,68",2,139,84,"60,43",29,"20,86",7,"5,04",0,"0,00",5,"3,60",1,"0,72",0,"0,00",1,"0,72",0,"0,00",0,"0,00",12,"8,63",0,"0,00"
27,1207214811,Horstfelde,0011,278,1,170,"61,15",10,160,104,"65,00",35,"21,88",5,"3,13",1,"0,63",4,"2,50",2,"1,25",0,"0,00",0,"0,00",0,"0,00",0,"0,00",8,"5,00",1,"0,63"
27,1207215202,Horstwalde,0001,121,6,77,"63,64",3,74,55,"74,32",10,"13,51",1,"1,35",0,"0,00",1,"1,35",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",6,"8,11",1,"1,35"
27,1207216403,Jühnsdorf,0011,130,3,82,"63,08",7,75,38,"50,67",23,"30,67",4,"5,33",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",1,"1,33",0,"0,00",9,"12,00",0,"0,00"
27,1207217211,Kallinchen,0011,359,21,212,"59,05",5,207,133,"64,25",40,"19,32",7,"3,38",1,"0,48",2,"0,97",1,"0,48",0,"0,00",0,"0,00",4,"1,93",0,"0,00",19,"9,18",0,"0,00"
27,1207218006,Kerzendorf,0011,142,2,87,"61,27",0,87,58,"66,67",15,"17,24",2,"2,30",1,"1,15",1,"1,15",0,"0,00",0,"0,00",0,"0,00",0,"0,00",1,"1,15",6,"6,90",3,"3,45"
27,1207218402,Klasdorf,0001,233,8,142,"60,94",2,140,96,"68,57",19,"13,57",2,"1,43",0,"0,00",1,"0,71",1,"0,71",0,"0,00",0,"0,00",3,"2,14",0,"0,00",17,"12,14",1,"0,71"
27,1207218801,Klausdorf,0001,572,6,290,"50,70",5,285,186,"65,26",45,"15,79",8,"2,81",0,"0,00",8,"2,81",3,"1,05",1,"0,35",1,"0,35",3,"1,05",0,"0,00",30,"10,53",0,"0,00"
27,1207218801,Klausdorf,0002,538,10,344,"63,94",7,337,209,"62,02",54,"16,02",9,"2,67",0,"0,00",12,"3,56",3,"0,89",0,"0,00",2,"0,59",2,"0,59",1,"0,30",45,"13,35",0,"0,00"
27,1207220401,Kummersdorf-Alexanderdorf,0001,488,5,288,"59,02",9,279,169,"60,57",70,"25,09",4,"1,43",0,"0,00",10,"3,58",0,"0,00",0,"0,00",0,"0,00",3,"1,08",0,"0,00",23,"8,24",0,"0,00"
27,1207220801,Kummersdorf-Gut,0001,349,6,176,"50,43",1,175,129,"73,71",13,"7,43",6,"3,43",2,"1,14",5,"2,86",0,"0,00",0,"0,00",1,"0,57",2,"1,14",0,"0,00",17,"9,71",0,"0,00"
27,1207222002,Ließen,0001,74,0,48,"64,86",1,47,27,"57,45",9,"19,15",2,"4,26",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",9,"19,15",0,"0,00"
27,1207222411,Lindenbrück,0011,227,2,143,"63,00",1,142,95,"66,90",31,"21,83",3,"2,11",0,"0,00",4,"2,82",1,"0,70",0,"0,00",0,"0,00",1,"0,70",0,"0,00",7,"4,93",0,"0,00"
27,1207222411,Lindenbrück,0021,60,0,43,"71,67",3,40,20,"50,00",12,"30,00",1,"2,50",0,"0,00",0,"0,00",1,"2,50",0,"0,00",1,"2,50",0,"0,00",0,"0,00",5,"12,50",0,"0,00"
27,1207222806,Löwenbruch,0011,228,8,123,"53,95",0,123,56,"45,53",41,"33,33",4,"3,25",1,"0,81",6,"4,88",1,"0,81",0,"0,00",0,"0,00",0,"0,00",0,"0,00",14,"11,38",0,"0,00"
27,1207224000,Ludwigsfelde,0001,670,68,289,"43,13",4,285,169,"59,30",39,"13,68",0,"0,00",1,"0,35",9,"3,16",3,"1,05",0,"0,00",1,"0,35",3,"1,05",0,"0,00",59,"20,70",1,"0,35"
27,1207224000,Ludwigsfelde,0002,883,60,442,"50,06",5,437,238,"54,46",58,"13,27",6,"1,37",0,"0,00",14,"3,20",0,"0,00",0,"0,00",5,"1,14",1,"0,23",0,"0,00",115,"26,32",0,"0,00"
27,1207224000,Ludwigsfelde,0003,806,48,363,"45,04",6,357,194,"54,34",68,"19,05",7,"1,96",0,"0,00",8,"2,24",2,"0,56",0,"0,00",0,"0,00",7,"1,96",1,"0,28",68,"19,05",2,"0,56"
27,1207224000,Ludwigsfelde,0004,674,48,323,"47,92",5,318,189,"59,43",42,"13,21",5,"1,57",0,"0,00",12,"3,77",1,"0,31",0,"0,00",2,"0,63",11,"3,46",1,"0,31",55,"17,30",0,"0,00"
27,1207224000,Ludwigsfelde,0005,751,40,403,"53,66",3,400,239,"59,75",51,"12,75",12,"3,00",0,"0,00",10,"2,50",2,"0,50",1,"0,25",4,"1,00",4,"1,00",1,"0,25",76,"19,00",0,"0,00"
27,1207224000,Ludwigsfelde,0006,984,70,542,"55,08",2,540,340,"62,96",71,"13,15",4,"0,74",0,"0,00",18,"3,33",2,"0,37",0,"0,00",1,"0,19",4,"0,74",1,"0,19",99,"18,33",0,"0,00"
27,1207224000,Ludwigsfelde,0007,724,33,349,"48,20",7,342,218,"63,74",40,"11,70",6,"1,75",1,"0,29",10,"2,92",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",66,"19,30",1,"0,29"
27,1207224000,Ludwigsfelde,0008,1014,54,427,"42,11",5,422,262,"62,09",44,"10,43",7,"1,66",0,"0,00",9,"2,13",2,"0,47",0,"0,00",2,"0,47",5,"1,18",0,"0,00",88,"20,85",3,"0,71"
27,1207224000,Ludwigsfelde,0009,965,50,501,"51,92",2,499,297,"59,52",56,"11,22",8,"1,60",0,"0,00",13,"2,61",1,"0,20",0,"0,00",1,"0,20",6,"1,20",0,"0,00",100,"20,04",17,"3,41"
27,1207224000,Ludwigsfelde,0010,1028,60,457,"44,46",5,452,306,"67,70",49,"10,84",4,"0,88",2,"0,44",11,"2,43",2,"0,44",0,"0,00",1,"0,22",3,"0,66",2,"0,44",69,"15,27",3,"0,66"
27,1207224000,Ludwigsfelde,0011,1021,62,585,"57,30",7,578,366,"63,32",48,"8,30",9,"1,56",0,"0,00",14,"2,42",3,"0,52",0,"0,00",2,"0,35",9,"1,56",0,"0,00",120,"20,76",7,"1,21"
27,1207224000,Ludwigsfelde,0012,823,48,459,"55,77",7,452,252,"55,75",43,"9,51",5,"1,11",1,"0,22",18,"3,98",2,"0,44",0,"0,00",3,"0,66",8,"1,77",3,"0,66",114,"25,22",3,"0,66"
27,1207224000,Ludwigsfelde,0013,813,42,430,"52,89",3,427,244,"57,14",59,"13,82",4,"0,94",1,"0,23",9,"2,11",3,"0,70",0,"0,00",3,"0,70",3,"0,70",0,"0,00",100,"23,42",1,"0,23"
27,1207224000,Ludwigsfelde,0014,640,26,344,"53,75",1,343,192,"55,98",54,"15,74",6,"1,75",0,"0,00",12,"3,50",3,"0,87",0,"0,00",0,"0,00",8,"2,33",0,"0,00",61,"17,78",7,"2,04"
27,1207224000,Ludwigsfelde,0015,790,42,417,"52,78",3,414,257,"62,08",47,"11,35",6,"1,45",0,"0,00",12,"2,90",5,"1,21",0,"0,00",1,"0,24",4,"0,97",0,"0,00",81,"19,57",1,"0,24"
27,1207224000,Ludwigsfelde,0016,910,44,438,"48,13",2,436,271,"62,16",27,"6,19",10,"2,29",1,"0,23",10,"2,29",4,"0,92",1,"0,23",3,"0,69",9,"2,06",0,"0,00",100,"22,94",0,"0,00"
27,1207224000,Ludwigsfelde,0017,1053,26,492,"46,72",3,489,262,"53,58",53,"10,84",7,"1,43",2,"0,41",26,"5,32",0,"0,00",0,"0,00",3,"0,61",8,"1,64",1,"0,20",123,"25,15",4,"0,82"
27,1207224000,Ludwigsfelde,0018,1029,49,458,"44,51",1,457,253,"55,36",44,"9,63",9,"1,97",0,"0,00",18,"3,94",1,"0,22",0,"0,00",1,"0,22",12,"2,63",1,"0,22",112,"24,51",6,"1,31"
27,1207224403,Mahlow,0011,972,54,545,"56,07",5,540,291,"53,89",91,"16,85",8,"1,48",1,"0,19",15,"2,78",6,"1,11",0,"0,00",1,"0,19",11,"2,04",1,"0,19",114,"21,11",1,"0,19"
27,1207224403,Mahlow,0021,478,20,255,"53,35",4,251,140,"55,78",57,"22,71",8,"3,19",0,"0,00",8,"3,19",3,"1,20",2,"0,80",0,"0,00",1,"0,40",0,"0,00",32,"12,75",0,"0,00"
27,1207224403,Mahlow,0031,668,17,393,"58,83",1,392,219,"55,87",54,"13,78",2,"0,51",1,"0,26",22,"5,61",4,"1,02",0,"0,00",3,"0,77",7,"1,79",1,"0,26",78,"19,90",1,"0,26"
27,1207224403,Mahlow,0041,1043,52,596,"57,14",5,591,328,"55,50",109,"18,44",7,"1,18",1,"0,17",17,"2,88",5,"0,85",0,"0,00",1,"0,17",7,"1,18",2,"0,34",114,"19,29",0,"0,00"
27,1207224403,Mahlow,0051,479,19,246,"51,36",4,242,130,"53,72",38,"15,70",1,"0,41",0,"0,00",9,"3,72",6,"2,48",0,"0,00",1,"0,41",3,"1,24",0,"0,00",54,"22,31",0,"0,00"
27,1207226801,Mellensee,0001,488,3,269,"55,12",3,266,165,"62,03",34,"12,78",5,"1,88",0,"0,00",9,"3,38",4,"1,50",1,"0,38",0,"0,00",4,"1,50",1,"0,38",43,"16,17",0,"0,00"
27,1207226801,Mellensee,0002,410,6,217,"52,93",2,215,141,"65,58",23,"10,70",3,"1,40",1,"0,47",10,"4,65",1,"0,47",1,"0,47",0,"0,00",1,"0,47",0,"0,00",34,"15,81",0,"0,00"
27,1207227202,Merzdorf,0001,170,0,105,"61,76",2,103,56,"54,37",21,"20,39",1,"0,97",0,"0,00",4,"3,88",0,"0,00",0,"0,00",2,"1,94",5,"4,85",0,"0,00",14,"13,59",0,"0,00"
27,1207227602,Mückendorf,0001,268,5,137,"51,12",6,131,80,"61,07",28,"21,37",6,"4,58",1,"0,76",4,"3,05",1,"0,76",0,"0,00",1,"0,76",3,"2,29",0,"0,00",4,"3,05",3,"2,29"
27,1207228011,Nächst Neuendorf,0011,297,15,151,"50,84",1,150,78,"52,00",43,"28,67",8,"5,33",0,"0,00",3,"2,00",1,"0,67",0,"0,00",0,"0,00",1,"0,67",2,"1,33",14,"9,33",0,"0,00"
27,1207230811,Nunsdorf,0011,253,4,132,"52,17",2,130,91,"70,00",27,"20,77",1,"0,77",0,"0,00",0,"0,00",0,"0,00",0,"0,00",1,"0,77",2,"1,54",1,"0,77",7,"5,38",0,"0,00"
27,1207232006,Osdorf,0011,305,8,151,"49,51",3,148,91,"61,49",19,"12,84",0,"0,00",0,"0,00",7,"4,73",0,"0,00",0,"0,00",0,"0,00",4,"2,70",0,"0,00",26,"17,57",1,"0,68"
27,1207232402,Paplitz,0001,278,3,171,"61,51",3,168,113,"67,26",33,"19,64",5,"2,98",0,"0,00",0,"0,00",2,"1,19",0,"0,00",0,"0,00",2,"1,19",0,"0,00",12,"7,14",1,"0,60"
27,1207232802,Petkus,0001,533,18,303,"56,85",5,298,151,"50,67",45,"15,10",3,"1,01",4,"1,34",8,"2,68",3,"1,01",0,"0,00",0,"0,00",3,"1,01",1,"0,34",80,"26,85",0,"0,00"
27,1207233602,Radeland,0001,140,7,90,"64,29",1,89,57,"64,04",17,"19,10",2,"2,25",1,"1,12",2,"2,25",0,"0,00",0,"0,00",1,"1,12",2,"2,25",0,"0,00",7,"7,87",0,"0,00"
27,1207234009,Rangsdorf,0011,1312,82,725,"55,26",10,715,385,"53,85",143,"20,00",24,"3,36",1,"0,14",23,"3,22",5,"0,70",1,"0,14",6,"0,84",11,"1,54",0,"0,00",115,"16,08",1,"0,14"
27,1207234009,Rangsdorf,0021,1626,98,910,"55,97",8,902,503,"55,76",159,"17,63",16,"1,77",1,"0,11",36,"3,99",7,"0,78",0,"0,00",2,"0,22",11,"1,22",2,"0,22",159,"17,63",6,"0,67"
27,1207234009,Rangsdorf,0031,1206,52,674,"55,89",5,669,377,"56,35",91,"13,60",17,"2,54",4,"0,60",26,"3,89",3,"0,45",0,"0,00",2,"0,30",7,"1,05",2,"0,30",139,"20,78",1,"0,15"
27,1207234009,Rangsdorf,0041,108,3,39,"36,11",0,39,21,"53,85",10,"25,64",3,"7,69",0,"0,00",0,"0,00",1,"2,56",0,"0,00",0,"0,00",1,"2,56",0,"0,00",3,"7,69",0,"0,00"
27,1207234401,Rehagen,0001,526,9,291,"55,32",7,284,172,"60,56",60,"21,13",5,"1,76",0,"0,00",6,"2,11",2,"0,70",0,"0,00",1,"0,35",2,"0,70",0,"0,00",36,"12,68",0,"0,00"
27,1207236801,Saalow,0001,382,2,222,"58,12",3,219,134,"61,19",60,"27,40",7,"3,20",2,"0,91",3,"1,37",0,"0,00",1,"0,46",0,"0,00",0,"0,00",0,"0,00",12,"5,48",0,"0,00"
27,1207236801,Saalow,0002,530,3,191,"36,04",14,177,105,"59,32",28,"15,82",11,"6,21",4,"2,26",7,"3,95",4,"2,26",1,"0,56",2,"1,13",2,"1,13",0,"0,00",12,"6,78",1,"0,56"
27,1207237602,Schöbendorf,0001,155,4,79,"50,97",1,78,41,"52,56",22,"28,21",0,"0,00",0,"0,00",2,"2,56",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",13,"16,67",0,"0,00"
27,1207238811,Schöneiche,0011,425,8,294,"69,18",7,287,174,"60,63",65,"22,65",6,"2,09",1,"0,35",5,"1,74",3,"1,05",1,"0,35",1,"0,35",5,"1,74",0,"0,00",23,"8,01",3,"1,05"
27,1207239611,Schünow,0011,178,0,110,"61,80",2,108,77,"71,30",18,"16,67",0,"0,00",0,"0,00",2,"1,85",1,"0,93",0,"0,00",1,"0,93",2,"1,85",0,"0,00",7,"6,48",0,"0,00"
