KreisNr,GemeindeNr,Gemeindename,Wahlbezirksart,Wahlbezirk,Landtagswahlkreis,Bundestagswahlkreis,Wahlberechtigte,Waehler,Ungueltig,Gueltig,SPD,LINKE,CDU,DVU,GRÜNE/B90,FDP,50Plus,DKP,REP,Die-Volksinitiative,NPD,RRP,FREIE_WÄHLER
72,12072053,Dahme/Mark  ,Wahlbezirk,0010,24,63,347,232,17,215,67,68,38,2,14,20,0,0,0,0,0,1,5
72,12072053,Dahme/Mark  ,Wahlbezirk,0011,24,63,279,189,7,182,70,49,31,0,5,12,2,0,1,6,4,0,2
72,12072053,Dahme/Mark  ,Wahlbezirk,0012,24,63,310,204,6,198,88,39,38,6,5,15,0,0,1,0,3,1,2
72,12072055,Dahmetal  ,Wahlbezirk,0001,24,63,227,150,6,144,50,27,46,0,5,7,1,0,1,5,2,0,0
72,12072055,Dahmetal  ,Wahlbezirk,0002,24,63,87,72,3,69,24,17,21,0,0,3,0,0,0,0,1,1,2
72,12072055,Dahmetal  ,Wahlbezirk,0003,24,63,131,88,4,84,40,11,19,1,4,3,1,1,0,1,2,0,1
72,12072120,Großbeeren  ,Wahlbezirk,0001,23,62,982,549,19,530,183,107,117,5,31,59,6,1,2,0,12,2,5
72,12072120,Großbeeren  ,Wahlbezirk,0002,23,62,928,602,10,592,190,99,137,5,46,91,2,0,1,0,10,3,8
72,12072120,Großbeeren  ,Wahlbezirk,0003,23,62,1005,664,7,657,240,65,184,3,56,81,2,1,0,1,15,2,7
72,12072120,Großbeeren  ,Wahlbezirk,0004,23,62,1090,765,27,738,222,50,247,1,61,141,1,0,2,2,3,1,7
72,12072120,Großbeeren  ,Wahlbezirk,0005,23,62,606,387,10,377,116,31,110,4,21,75,1,0,1,4,8,4,2
72,12072120,Großbeeren  ,Wahlbezirk,0006,23,62,568,304,16,288,70,61,67,3,17,51,0,0,1,1,11,1,5
72,12072120,Großbeeren  ,Wahlbezirk,0007,23,62,673,415,9,406,66,46,119,2,32,89,2,0,2,15,7,1,25
72,12072157,Ihlow  ,Wahlbezirk,0001,24,63,100,70,4,66,19,15,19,1,0,4,0,0,0,0,0,1,7
72,12072157,Ihlow  ,Wahlbezirk,0002,24,63,164,114,5,109,30,23,31,2,1,10,0,0,1,2,4,3,2
72,12072157,Ihlow  ,Wahlbezirk,0003,24,63,100,68,4,64,25,9,17,1,2,5,0,0,0,2,0,0,3
72,12072157,Ihlow  ,Wahlbezirk,0004,24,63,121,86,1,85,28,16,21,4,1,5,1,0,0,0,8,0,1
72,12072157,Ihlow  ,Wahlbezirk,0005,24,63,93,60,4,56,16,17,11,2,1,3,0,0,1,0,4,0,1
72,12072157,Ihlow  ,Wahlbezirk,0006,24,63,95,79,0,79,21,12,25,3,3,6,0,0,0,1,6,1,1
72,12072169,Jüterbog  ,Wahlbezirk,0001,24,61,1184,600,27,573,227,194,65,15,19,25,2,0,0,1,20,2,3
72,12072169,Jüterbog  ,Wahlbezirk,0002,24,61,789,342,11,331,116,110,52,5,8,25,0,0,0,0,9,1,5
72,12072169,Jüterbog  ,Wahlbezirk,0003,24,61,771,457,11,446,163,124,74,6,11,44,3,0,2,0,4,6,9
72,12072169,Jüterbog  ,Wahlbezirk,0004,24,61,650,276,10,266,86,94,36,6,10,19,0,0,0,0,8,3,4
72,12072169,Jüterbog  ,Wahlbezirk,0005,24,61,1180,613,26,587,209,180,93,7,22,42,4,0,1,6,9,5,9
72,12072169,Jüterbog  ,Wahlbezirk,0006,24,61,691,380,12,368,129,128,54,0,16,26,0,0,1,3,6,0,5
72,12072169,Jüterbog  ,Wahlbezirk,0007,24,61,828,435,21,414,164,127,54,8,12,30,3,2,1,2,6,1,4
72,12072169,Jüterbog  ,Wahlbezirk,0008,24,61,501,265,5,260,80,78,45,2,8,25,0,1,3,0,11,1,6
72,12072169,Jüterbog  ,Wahlbezirk,0009,24,61,526,245,10,235,71,82,32,4,11,22,0,1,1,0,5,1,5
72,12072169,Jüterbog  ,Wahlbezirk,0010,24,61,475,268,7,261,90,73,44,2,16,17,0,1,1,0,9,2,6
72,12072169,Jüterbog  ,Wahlbezirk,0011,24,61,625,370,11,359,143,100,64,7,27,8,2,0,1,1,2,1,3
72,12072169,Jüterbog  ,Wahlbezirk,0012,24,61,762,494,14,480,166,157,74,1,14,54,0,1,0,0,6,1,6
72,12072169,Jüterbog  ,Wahlbezirk,0013,24,61,240,161,2,159,59,48,30,0,5,14,0,0,0,1,1,1,0
72,12072169,Jüterbog  ,Wahlbezirk,0014,24,61,219,128,2,126,44,31,31,2,4,4,0,0,0,0,3,5,2
72,12072169,Jüterbog  ,Wahlbezirk,0015,24,61,812,493,26,467,197,103,78,19,15,28,0,2,2,0,14,1,8
72,12072169,Jüterbog  ,Wahlbezirk,0016,24,61,277,171,1,170,59,65,23,1,7,9,0,1,1,2,2,0,0
72,12072169,Jüterbog  ,Wahlbezirk,0018,24,61,262,158,4,154,43,68,23,0,5,8,2,0,1,0,2,0,2
72,12072169,Jüterbog  ,Wahlbezirk,0019,24,61,117,73,2,71,40,17,6,1,2,4,0,0,0,0,0,1,0
72,12072169,Jüterbog  ,Wahlbezirk,0020,24,61,71,53,1,52,22,15,10,2,2,0,0,0,1,0,0,0,0
72,12072232,Luckenwalde  ,Wahlbezirk,0001,24,63,664,396,7,389,139,113,76,3,12,31,2,0,0,3,3,1,6
72,12072232,Luckenwalde  ,Wahlbezirk,0002,24,63,852,491,8,483,170,165,89,5,12,30,1,0,0,0,8,1,2
72,12072232,Luckenwalde  ,Wahlbezirk,0003,24,63,1133,626,14,612,250,209,73,14,8,27,5,0,1,4,9,6,6
72,12072232,Luckenwalde  ,Wahlbezirk,0004,24,63,897,544,12,532,205,163,87,6,17,39,0,2,0,3,4,2,4
72,12072232,Luckenwalde  ,Wahlbezirk,0005,24,63,1120,568,20,548,211,176,96,8,12,25,2,1,2,1,9,3,2
72,12072232,Luckenwalde  ,Wahlbezirk,0006,24,63,948,487,10,477,181,161,68,11,14,30,1,0,1,0,5,3,2
72,12072232,Luckenwalde  ,Wahlbezirk,0007,24,63,939,513,7,506,182,179,74,8,19,23,2,1,3,1,5,3,6
72,12072232,Luckenwalde  ,Wahlbezirk,0008,24,63,828,422,8,414,154,137,58,4,13,32,3,2,0,0,10,0,1
72,12072232,Luckenwalde  ,Wahlbezirk,0009,24,63,1224,570,19,551,182,155,85,23,19,51,3,0,1,0,18,3,11
72,12072232,Luckenwalde  ,Wahlbezirk,0010,24,63,1218,565,22,543,222,199,62,6,11,20,2,0,0,1,11,0,9
72,12072232,Luckenwalde  ,Wahlbezirk,0011,24,63,1191,591,17,574,209,154,81,16,32,53,0,2,0,1,17,3,6
72,12072232,Luckenwalde  ,Wahlbezirk,0012,24,63,756,407,5,402,135,142,64,6,12,29,1,2,0,0,4,3,4
72,12072232,Luckenwalde  ,Wahlbezirk,0013,24,63,799,347,15,332,106,116,61,6,8,26,0,0,0,0,4,0,5
72,12072232,Luckenwalde  ,Wahlbezirk,0014,24,63,921,379,14,365,131,131,42,13,9,21,3,0,0,1,5,4,5
72,12072232,Luckenwalde  ,Wahlbezirk,0015,24,63,1233,583,12,571,212,169,73,19,17,41,3,0,3,1,13,3,17
72,12072232,Luckenwalde  ,Wahlbezirk,0016,24,63,1205,594,12,582,210,161,114,15,18,42,1,0,0,1,8,5,7
72,12072232,Luckenwalde  ,Wahlbezirk,0017,24,63,1404,771,25,746,279,250,97,6,18,60,1,0,0,1,10,10,14
72,12072232,Luckenwalde  ,Wahlbezirk,0018,24,63,278,187,4,183,79,34,44,7,3,10,1,0,1,0,1,1,2
72,12072232,Luckenwalde  ,Wahlbezirk,0019,24,63,322,205,4,201,69,55,48,1,7,13,1,0,4,0,3,0,0
72,12072240,Ludwigsfelde  ,Wahlbezirk,0001,23,62,890,574,9,565,211,151,104,4,33,36,3,0,1,0,11,1,10
72,12072240,Ludwigsfelde  ,Wahlbezirk,0002,23,62,560,255,6,249,88,83,33,4,8,12,1,0,0,0,17,0,3
72,12072240,Ludwigsfelde  ,Wahlbezirk,0003,23,62,590,307,8,299,118,91,33,7,17,15,0,2,1,0,6,2,7
72,12072240,Ludwigsfelde  ,Wahlbezirk,0004,23,62,938,549,11,538,197,160,83,2,30,36,2,0,3,0,10,3,12
72,12072240,Ludwigsfelde  ,Wahlbezirk,0005,23,62,973,609,17,592,252,143,99,2,23,46,3,0,2,0,7,4,11
72,12072240,Ludwigsfelde  ,Wahlbezirk,0006,23,62,787,501,18,483,202,106,100,5,22,28,1,1,0,0,8,1,9
72,12072240,Ludwigsfelde  ,Wahlbezirk,0007,23,62,860,516,8,508,183,153,74,5,31,37,6,0,2,1,7,4,5
72,12072240,Ludwigsfelde  ,Wahlbezirk,0008,23,62,830,398,14,384,184,110,38,3,9,16,2,1,0,0,7,5,9
72,12072240,Ludwigsfelde  ,Wahlbezirk,0009,23,62,846,435,18,417,194,123,35,4,10,19,2,1,0,1,15,4,9
72,12072240,Ludwigsfelde  ,Wahlbezirk,0010,23,62,918,438,15,423,179,129,47,7,18,20,3,0,1,0,8,3,8
72,12072240,Ludwigsfelde  ,Wahlbezirk,0011,23,62,771,382,7,375,163,100,66,0,16,10,3,1,1,0,4,5,6
72,12072240,Ludwigsfelde  ,Wahlbezirk,0012,23,62,883,516,14,502,193,106,98,3,27,40,7,2,0,2,17,3,4
72,12072240,Ludwigsfelde  ,Wahlbezirk,0013,23,62,876,452,15,437,209,117,55,1,14,19,2,0,1,0,8,3,8
72,12072240,Ludwigsfelde  ,Wahlbezirk,0014,23,62,843,429,9,420,193,123,46,3,16,16,1,1,4,0,7,4,6
72,12072240,Ludwigsfelde  ,Wahlbezirk,0015,23,62,899,524,7,517,213,138,76,4,23,30,2,1,2,0,10,9,9
72,12072240,Ludwigsfelde  ,Wahlbezirk,0016,23,62,726,378,12,366,136,121,41,3,11,19,2,0,1,1,16,6,9
72,12072240,Ludwigsfelde  ,Wahlbezirk,0017,23,62,869,397,13,384,136,135,39,6,15,21,3,0,1,0,16,6,6
72,12072240,Ludwigsfelde  ,Wahlbezirk,0018,23,62,729,316,10,306,102,103,33,3,5,21,0,1,2,0,27,2,7
72,12072240,Ludwigsfelde  ,Wahlbezirk,0019,23,62,886,468,13,455,192,129,77,2,14,23,4,0,0,0,4,0,10
72,12072240,Ludwigsfelde  ,Wahlbezirk,0020,23,62,838,457,11,446,197,112,71,4,16,29,2,0,2,0,9,1,3
72,12072240,Ludwigsfelde  ,Wahlbezirk,0021,23,62,268,177,6,171,55,44,31,1,13,14,2,0,0,0,7,1,3
72,12072240,Ludwigsfelde  ,Wahlbezirk,0022,23,62,204,149,5,144,65,32,29,0,10,6,0,0,0,0,0,0,2
72,12072240,Ludwigsfelde  ,Wahlbezirk,0023,23,62,502,309,3,306,122,66,56,2,12,23,0,1,1,0,17,1,5
72,12072240,Ludwigsfelde  ,Wahlbezirk,0024,23,62,152,112,2,110,46,18,30,0,5,8,1,0,0,0,0,0,2
72,12072240,Ludwigsfelde  ,Wahlbezirk,0025,23,62,233,142,3,139,46,31,41,0,8,8,1,0,0,0,3,0,1
72,12072240,Ludwigsfelde  ,Wahlbezirk,0026,23,62,202,121,1,120,38,20,31,2,8,12,2,0,0,2,2,0,3
72,12072240,Ludwigsfelde  ,Wahlbezirk,0027,23,62,760,434,7,427,122,96,102,3,28,47,3,0,2,1,7,4,12
72,12072240,Ludwigsfelde  ,Wahlbezirk,0028,23,62,334,181,3,178,62,60,18,2,11,11,2,0,1,2,8,0,1
72,12072240,Ludwigsfelde  ,Wahlbezirk,0029,23,62,664,416,10,406,119,79,88,4,32,62,2,1,2,0,12,1,4
72,12072240,Ludwigsfelde  ,Wahlbezirk,0030,23,62,464,291,7,284,115,57,52,2,20,25,0,0,0,1,7,0,5
72,12072297,Niedergörsdorf  ,Wahlbezirk,0001,24,61,288,201,5,196,77,50,42,1,5,8,1,0,0,3,0,3,6
72,12072297,Niedergörsdorf  ,Wahlbezirk,0002,24,61,374,226,10,216,86,57,43,2,5,11,0,0,0,2,6,0,4
72,12072297,Niedergörsdorf  ,Wahlbezirk,0003,24,61,279,187,5,182,63,55,38,1,10,7,0,0,0,1,3,0,4
72,12072297,Niedergörsdorf  ,Wahlbezirk,0004,24,61,210,140,8,132,56,25,28,2,2,7,0,0,0,1,5,4,2
72,12072297,Niedergörsdorf  ,Wahlbezirk,0005,24,61,405,240,7,233,77,66,43,3,15,5,5,0,0,0,14,2,3
72,12072297,Niedergörsdorf  ,Wahlbezirk,0006,24,61,74,46,3,43,14,14,9,1,1,3,0,0,0,0,1,0,0
72,12072297,Niedergörsdorf  ,Wahlbezirk,0007,24,61,128,96,1,95,31,23,29,2,4,3,1,0,1,0,0,0,1
72,12072297,Niedergörsdorf  ,Wahlbezirk,0008,24,61,395,131,11,120,43,34,23,2,4,4,0,2,2,1,4,0,1
72,12072297,Niedergörsdorf  ,Wahlbezirk,0009,24,61,171,109,2,107,42,23,21,3,2,6,0,0,0,3,3,0,4
72,12072297,Niedergörsdorf  ,Wahlbezirk,0010,24,61,249,194,3,191,84,25,51,4,5,9,3,1,0,1,0,2,6
72,12072297,Niedergörsdorf  ,Wahlbezirk,0011,24,61,419,266,7,259,100,73,61,1,4,12,1,1,1,1,3,1,0
72,12072297,Niedergörsdorf  ,Wahlbezirk,0012,24,61,64,53,1,52,22,11,9,2,0,3,1,0,0,0,3,1,0
72,12072297,Niedergörsdorf  ,Wahlbezirk,0013,24,61,73,40,2,38,12,5,15,0,1,4,0,0,0,0,1,0,0
72,12072297,Niedergörsdorf  ,Wahlbezirk,0014,24,61,85,59,1,58,23,10,15,0,0,4,1,0,0,1,1,0,3
72,12072297,Niedergörsdorf  ,Wahlbezirk,0015,24,61,78,44,2,42,8,7,20,1,0,5,1,0,0,0,0,0,0
72,12072297,Niedergörsdorf  ,Wahlbezirk,0016,24,61,72,42,1,41,13,11,13,1,0,2,0,0,1,0,0,0,0
72,12072297,Niedergörsdorf  ,Wahlbezirk,0017,24,61,69,31,0,31,7,11,3,0,3,5,0,0,0,0,0,2,0
72,12072297,Niedergörsdorf  ,Wahlbezirk,0018,24,61,354,214,5,209,71,80,21,0,8,12,2,4,0,4,3,0,4
72,12072297,Niedergörsdorf  ,Wahlbezirk,0019,24,61,126,82,2,80,20,22,14,1,3,5,0,0,0,11,3,0,1
72,12072297,Niedergörsdorf  ,Wahlbezirk,0022,24,61,852,373,11,362,105,118,77,11,5,26,0,1,0,1,14,1,3
72,12072297,Niedergörsdorf  ,Wahlbezirk,0023,24,61,260,162,7,155,58,44,28,0,8,9,0,1,0,3,2,1,1
72,12072297,Niedergörsdorf  ,Wahlbezirk,0024,24,61,281,185,9,176,66,55,36,0,5,9,0,0,1,0,2,1,1
72,12072298,Niederer Fläming  ,Wahlbezirk,0001,24,63,139,98,3,95,37,14,25,2,3,8,0,0,1,0,2,1,2
72,12072298,Niederer Fläming  ,Wahlbezirk,0002,24,63,159,103,5,98,33,25,28,0,1,6,0,0,0,1,3,0,1
72,12072298,Niederer Fläming  ,Wahlbezirk,0003,24,63,154,99,4,95,33,27,11,4,4,6,0,2,0,2,5,1,0
72,12072298,Niederer Fläming  ,Wahlbezirk,0004,24,63,118,64,4,60,23,21,6,2,0,5,1,0,0,0,2,0,0
72,12072298,Niederer Fläming  ,Wahlbezirk,0005,24,63,102,83,4,79,32,17,17,2,0,7,0,0,0,0,4,0,0
72,12072298,Niederer Fläming  ,Wahlbezirk,0006,24,63,63,50,1,49,16,9,17,0,3,4,0,0,0,0,0,0,0
72,12072298,Niederer Fläming  ,Wahlbezirk,0007,24,63,309,191,8,183,66,48,35,1,5,20,0,1,2,0,4,0,1
72,12072298,Niederer Fläming  ,Wahlbezirk,0008,24,63,238,126,6,120,43,37,23,0,6,3,0,0,1,1,2,2,2
72,12072298,Niederer Fläming  ,Wahlbezirk,0009,24,63,143,91,1,90,30,25,18,2,4,6,0,0,1,1,2,0,1
72,12072298,Niederer Fläming  ,Wahlbezirk,0011,24,63,182,132,3,129,46,43,25,1,2,8,0,1,0,0,1,0,2
72,12072298,Niederer Fläming  ,Wahlbezirk,0012,24,63,183,123,1,122,51,43,13,1,6,4,1,0,0,1,1,0,1
72,12072298,Niederer Fläming  ,Wahlbezirk,0013,24,63,92,59,5,54,13,15,16,2,0,5,0,0,0,2,0,0,1
72,12072298,Niederer Fläming  ,Wahlbezirk,0014,24,63,167,125,2,123,59,27,19,1,5,6,0,0,0,1,1,0,4
72,12072298,Niederer Fläming  ,Wahlbezirk,0015,24,63,191,112,5,107,47,20,33,2,0,3,1,0,0,1,0,0,0
72,12072298,Niederer Fläming  ,Wahlbezirk,0016,24,63,243,150,4,146,72,41,21,2,5,2,0,0,0,0,2,0,1
72,12072298,Niederer Fläming  ,Wahlbezirk,0017,24,63,87,59,4,55,23,11,12,2,3,2,0,0,0,0,0,0,2
72,12072298,Niederer Fläming  ,Wahlbezirk,0018,24,63,394,252,10,242,72,51,79,10,5,14,0,2,2,3,0,1,3
72,12072312,Nuthe-Urstromtal  ,Wahlbezirk,0001,23,63,107,81,7,74,35,16,13,0,4,3,0,0,1,0,0,1,1
72,12072312,Nuthe-Urstromtal  ,Wahlbezirk,0002,23,63,206,147,6,141,39,48,28,1,6,14,0,0,0,1,2,2,0
72,12072312,Nuthe-Urstromtal  ,Wahlbezirk,0003,23,63,335,227,8,219,75,68,43,0,10,21,0,0,0,0,0,0,2
72,12072312,Nuthe-Urstromtal  ,Wahlbezirk,0004,23,63,165,102,5,97,29,32,25,1,4,5,0,0,0,0,0,0,1
72,12072312,Nuthe-Urstromtal  ,Wahlbezirk,0005,23,63,379,227,16,211,64,82,28,4,10,12,2,0,0,0,5,2,2
72,12072312,Nuthe-Urstromtal  ,Wahlbezirk,0006,23,63,174,124,3,121,39,35,30,0,5,7,0,0,0,1,0,1,3
72,12072312,Nuthe-Urstromtal  ,Wahlbezirk,0007,23,63,275,159,5,154,55,40,34,2,3,14,1,1,0,0,3,0,1
72,12072312,Nuthe-Urstromtal  ,Wahlbezirk,0008,23,63,115,82,0,82,34,17,15,1,9,5,0,0,0,0,0,0,1
72,12072312,Nuthe-Urstromtal  ,Wahlbezirk,0009,23,63,333,226,4,222,97,68,27,1,13,10,0,0,0,0,4,0,2
72,12072312,Nuthe-Urstromtal  ,Wahlbezirk,0010,23,63,129,89,2,87,17,22,35,1,2,7,0,0,0,0,1,0,2
72,12072312,Nuthe-Urstromtal  ,Wahlbezirk,0011,23,63,562,323,10,313,122,83,67,8,13,8,0,0,1,0,8,0,3
72,12072312,Nuthe-Urstromtal  ,Wahlbezirk,0012,23,63,114,83,0,83,28,18,20,2,3,3,2,0,0,4,3,0,0
72,12072312,Nuthe-Urstromtal  ,Wahlbezirk,0013,23,63,78,69,3,66,31,7,12,2,4,4,0,0,0,1,0,1,4
72,12072312,Nuthe-Urstromtal  ,Wahlbezirk,0014,23,63,155,83,6,77,24,19,16,6,1,2,0,2,0,1,4,0,2
72,12072312,Nuthe-Urstromtal  ,Wahlbezirk,0015,23,63,138,92,2,90,26,24,24,3,2,3,0,0,0,1,4,0,3
72,12072312,Nuthe-Urstromtal  ,Wahlbezirk,0016,23,63,107,65,0,65,28,11,11,1,5,5,0,0,0,0,2,2,0
72,12072312,Nuthe-Urstromtal  ,Wahlbezirk,0017,23,63,312,213,5,208,53,64,47,4,11,13,1,1,0,4,6,0,4
72,12072312,Nuthe-Urstromtal  ,Wahlbezirk,0018,23,63,134,94,2,92,31,21,23,1,0,8,1,0,0,0,5,0,2
72,12072312,Nuthe-Urstromtal  ,Wahlbezirk,0019,23,63,172,125,7,118,37,33,25,0,4,15,0,0,0,0,3,0,1
72,12072312,Nuthe-Urstromtal  ,Wahlbezirk,0020,23,63,304,163,1,162,65,47,29,5,2,6,0,0,0,0,7,0,1
72,12072312,Nuthe-Urstromtal  ,Wahlbezirk,0021,23,63,394,237,9,228,72,74,55,4,9,7,0,2,0,0,2,2,1
72,12072312,Nuthe-Urstromtal  ,Wahlbezirk,0022,23,63,491,316,6,310,110,100,49,4,13,16,0,1,1,1,7,3,5
72,12072312,Nuthe-Urstromtal  ,Wahlbezirk,0023,23,63,412,267,8,259,96,87,44,1,7,19,0,0,0,0,1,1,3
72,12072312,Nuthe-Urstromtal  ,Wahlbezirk,0024,23,63,218,137,4,133,40,37,26,3,8,13,1,0,0,1,3,0,1
72,12072340,Rangsdorf  ,Wahlbezirk,0001,25,63,1108,665,16,649,217,163,129,3,47,65,5,0,1,0,12,1,6
72,12072340,Rangsdorf  ,Wahlbezirk,0002,25,63,770,472,8,464,144,87,115,2,38,57,2,0,0,0,16,0,3
72,12072340,Rangsdorf  ,Wahlbezirk,0003,25,63,826,449,11,438,137,113,108,3,38,24,1,0,0,1,4,2,7
72,12072340,Rangsdorf  ,Wahlbezirk,0004,25,63,942,543,23,520,208,115,85,3,38,38,4,0,2,1,13,5,8
72,12072340,Rangsdorf  ,Wahlbezirk,0005,25,63,878,547,17,530,160,112,123,2,41,62,2,0,3,0,10,2,13
72,12072340,Rangsdorf  ,Wahlbezirk,0006,25,63,682,433,9,424,118,108,87,2,31,54,2,0,0,2,9,7,4
72,12072340,Rangsdorf  ,Wahlbezirk,0007,25,63,1163,759,15,744,238,170,163,4,60,81,4,0,3,1,8,2,10
72,12072340,Rangsdorf  ,Wahlbezirk,0008,25,63,878,572,14,558,177,130,111,4,39,67,2,2,5,1,6,6,8
72,12072340,Rangsdorf  ,Wahlbezirk,0009,25,63,1039,676,23,653,189,115,149,3,44,108,2,0,1,1,26,1,14
72,12072340,Rangsdorf  ,Wahlbezirk,0010,25,63,139,71,3,68,20,8,20,0,2,7,1,2,0,0,5,2,1
72,12072426,Trebbin  ,Wahlbezirk,0001,23,63,480,266,8,258,85,71,48,5,22,16,0,0,0,0,7,1,3
72,12072426,Trebbin  ,Wahlbezirk,0002,23,63,167,122,3,119,26,33,32,0,4,9,0,0,0,4,6,1,4
72,12072426,Trebbin  ,Wahlbezirk,0003,23,63,336,160,7,153,53,26,43,3,11,6,0,0,0,0,2,2,7
72,12072426,Trebbin  ,Wahlbezirk,0004,23,63,184,98,0,98,28,19,19,3,11,8,1,0,1,0,4,1,3
72,12072426,Trebbin  ,Wahlbezirk,0005,23,63,478,273,16,257,82,52,53,5,10,38,1,1,0,0,9,1,5
72,12072426,Trebbin  ,Wahlbezirk,0006,23,63,275,164,5,159,55,39,29,3,3,14,3,0,0,2,11,0,0
72,12072426,Trebbin  ,Wahlbezirk,0007,23,63,366,221,8,213,65,46,52,6,13,21,1,1,0,1,3,1,3
72,12072426,Trebbin  ,Wahlbezirk,0008,23,63,194,122,6,116,32,25,31,2,4,10,1,0,0,0,5,1,5
72,12072426,Trebbin  ,Wahlbezirk,0009,23,63,256,173,4,169,45,51,31,3,11,12,1,0,0,0,4,0,11
72,12072426,Trebbin  ,Wahlbezirk,0010,23,63,164,84,1,83,34,23,11,0,7,6,0,0,0,0,1,0,1
72,12072426,Trebbin  ,Wahlbezirk,0011,23,63,1099,686,13,673,172,180,168,9,42,64,1,0,5,1,18,4,9
72,12072426,Trebbin  ,Wahlbezirk,0012,23,63,231,162,7,155,49,35,39,0,8,13,0,0,0,0,7,1,3
72,12072426,Trebbin  ,Wahlbezirk,0013,23,63,1005,509,19,490,193,131,94,7,16,26,2,1,0,0,12,2,6
72,12072426,Trebbin  ,Wahlbezirk,0014,23,63,1305,629,12,617,211,144,137,6,31,47,3,0,0,0,24,6,8
72,12072426,Trebbin  ,Wahlbezirk,0015,23,63,409,252,7,245,66,69,52,4,19,20,1,0,0,1,2,2,9
72,12072426,Trebbin  ,Wahlbezirk,0016,23,63,886,418,14,404,162,95,79,11,11,21,2,0,0,2,12,1,8
72,12072477,Zossen  ,Wahlbezirk,0010,25,63,1038,655,15,640,237,112,154,8,33,67,4,0,2,2,8,3,10
72,12072477,Zossen  ,Wahlbezirk,0011,25,63,299,179,10,169,65,24,48,0,9,10,1,0,0,0,5,2,5
72,12072477,Zossen  ,Wahlbezirk,0012,25,63,184,126,3,123,44,18,35,2,5,12,0,0,0,0,5,0,2
72,12072477,Zossen  ,Wahlbezirk,0020,25,63,255,174,3,171,69,23,44,5,3,12,0,0,1,0,5,2,7
72,12072477,Zossen  ,Wahlbezirk,0030,25,63,1707,878,17,861,305,218,154,4,51,65,4,0,2,0,37,5,16
72,12072477,Zossen  ,Wahlbezirk,0031,25,63,1883,839,35,804,262,199,151,10,37,69,7,2,2,1,36,7,21
72,12072477,Zossen  ,Wahlbezirk,0033,25,63,1047,603,22,581,210,147,95,9,30,57,2,0,3,0,10,2,16
72,12072477,Zossen  ,Wahlbezirk,0034,25,63,1267,689,16,673,193,172,143,10,40,55,2,0,1,1,22,6,28
72,12072477,Zossen  ,Wahlbezirk,0040,25,63,468,272,15,257,89,45,76,1,7,25,1,0,0,0,6,1,6
72,12072477,Zossen  ,Wahlbezirk,0050,25,63,470,291,7,284,94,60,58,2,14,30,2,0,1,1,20,1,1
72,12072477,Zossen  ,Wahlbezirk,0060,25,63,898,531,19,512,196,149,69,8,21,31,1,0,2,1,17,7,10
72,12072477,Zossen  ,Wahlbezirk,0061,25,63,1229,573,18,555,167,155,106,4,21,41,2,1,2,1,34,4,17
72,12072477,Zossen  ,Wahlbezirk,0062,25,63,517,317,9,308,112,70,68,8,11,20,4,0,0,0,9,1,5
72,12072477,Zossen  ,Wahlbezirk,0063,25,63,1431,696,21,675,218,220,87,15,30,39,5,0,2,3,27,5,24
72,12072477,Zossen  ,Wahlbezirk,0064,25,63,919,434,7,427,134,118,77,5,19,31,2,1,2,0,20,1,17
72,12072477,Zossen  ,Wahlbezirk,0065,25,63,363,220,1,219,76,64,49,3,6,17,1,0,0,0,2,1,0
72,12072477,Zossen  ,Wahlbezirk,0070,25,63,710,332,12,320,99,85,81,2,24,17,0,1,2,0,3,1,5
72,12072923,Briefwahl für LTW 23 im Kreis 72,Briefwahlbezirk,9001,23,62,0,653,9,644,156,74,217,1,58,113,5,0,2,2,4,2,10
72,12072923,Briefwahl für LTW 23 im Kreis 72,Briefwahlbezirk,9003,23,62,0,630,3,627,248,163,93,3,50,45,2,1,1,5,2,2,12
72,12072923,Briefwahl für LTW 23 im Kreis 72,Briefwahlbezirk,9004,23,62,0,552,2,550,247,145,82,0,24,24,6,0,0,3,2,5,12
72,12072923,Briefwahl für LTW 23 im Kreis 72,Briefwahlbezirk,9005,23,62,0,590,6,584,223,189,68,5,29,35,6,0,1,2,6,9,11
72,12072923,Briefwahl für LTW 23 im Kreis 72,Briefwahlbezirk,9006,23,62,0,596,4,592,239,125,116,4,41,40,4,0,1,3,8,1,10
72,12072923,Briefwahl für LTW 23 im Kreis 72,Briefwahlbezirk,9008,23,63,0,585,5,580,197,161,119,2,31,48,3,1,1,2,8,5,2
72,12072923,Briefwahl für LTW 23 im Kreis 72,Briefwahlbezirk,9010,23,63,0,548,6,542,207,136,102,5,32,32,4,0,1,3,5,5,10
72,12072923,Briefwahl für LTW 23 im Kreis 72,Briefwahlbezirk,9012,23,63,0,500,3,497,182,101,138,2,29,29,4,1,0,1,0,2,8
72,12072923,Briefwahl für LTW 23 im Kreis 72,Briefwahlbezirk,9013,23,63,0,398,3,395,127,93,87,2,22,41,1,0,2,4,4,0,12
72,12072924,Briefwahl für LTW 24 im Kreis 72,Briefwahlbezirk,9015,24,61,0,540,8,532,198,152,89,4,26,31,4,1,1,7,6,6,7
72,12072924,Briefwahl für LTW 24 im Kreis 72,Briefwahlbezirk,9016,24,61,0,533,3,530,184,142,105,6,23,34,1,0,0,13,8,9,5
72,12072924,Briefwahl für LTW 24 im Kreis 72,Briefwahlbezirk,9027,24,63,0,147,0,147,47,30,29,0,10,16,0,0,0,6,4,0,5
